"Easting","Northing","Latitude","Longitude","Family","Cover_Class","Number","Genus_species"
NA,NA,"35.236103","-115.795326","Cleomaceae","live plant","1","Peritoma arborea"
NA,NA,"35.236103","-115.795326","Asteraceae","live plant","1","Baccharis salicina"
NA,NA,"35.236103","-115.795326","Poaceae","live plant","1","Dasyochloa pulchella"
NA,NA,"35.236103","-115.795326","Poaceae","live plant","1","Unknown"
NA,NA,"35.236103","-115.795326","Poaceae","live plant","5","Unknown"
NA,NA,"35.236109","-115.795359","Ephedraceae","live plant","1","Ephedra viridis"
NA,NA,"35.236109","-115.795359","Cactaceae","live plant","1","Cylindropuntia acanthocarpa"
NA,NA,"35.236109","-115.795359","Cactaceae","live plant","1","Echinocereus engelmannii"
NA,NA,"35.236109","-115.795359","null","live plant","2","Unknown"
NA,NA,"35.236126","-115.795385","Polygonaceae","Gravel","1","Eriogonum inflatum"
NA,NA,"35.236126","-115.795385","Asteraceae","Gravel","1","Senecio flaccidus var. monoensis"
NA,NA,"35.236126","-115.795385","Poaceae","Gravel","10","Unknown"
NA,NA,"35.236138","-115.795435","Asteraceae","live plant","1","Baccharis salicina"
NA,NA,"35.236138","-115.795435","Poaceae","live plant","1","Unknown"
NA,NA,"35.23617","-115.795494","Polygonaceae","Gravel","3","Eriogonum inflatum"
NA,NA,"35.23617","-115.795494","Asteraceae","Gravel","2","Baccharis salicina"
NA,NA,"35.23617","-115.795494","Poaceae","Gravel","1","Dasyochloa pulchella"
NA,NA,"35.23617","-115.795494","null","Gravel","2","Unknown"
NA,NA,"35.236187","-115.795572","Null","live plant","1","Unknown"
NA,NA,"35.236187","-115.795572","Cleomaceae","live plant","1","Peritoma arborea"
NA,NA,"35.236187","-115.795572","Asteraceae","live plant","3","Baccharis salicina"
NA,NA,"35.236187","-115.795572","Ephedraceae","live plant","1","Ephedra viridis"
NA,NA,"35.236187","-115.795572","Polygonaceae","live plant","3","Eriogonum inflatum"
NA,NA,"35.236187","-115.795572","Poaceae","live plant","5","Unknown"
NA,NA,"35.236187","-115.795572","Poaceae","live plant","2","Unknown"
NA,NA,"35.236193","-115.795568","Cactaceae","Gravel","1","Echinocereus engelmannii"
NA,NA,"35.236193","-115.795568","Asteraceae","Gravel","1","Baccharis salicina"
NA,NA,"35.236193","-115.795568","Polygonaceae","Gravel","5","Eriogonum inflatum"
NA,NA,"35.236193","-115.795568","Poaceae","Gravel","1","Unknown"
NA,NA,"35.236193","-115.795568","Poaceae","Gravel","1","Bromus madritensis ssp. rubens"
NA,NA,"35.236198","-115.795588","Asteraceae","Gravel","2","Nicolletia occidentalis"
NA,NA,"35.236198","-115.795588","Cleomaceae","Gravel","1","Peritoma arborea"
NA,NA,"35.236198","-115.795588","Agavaceae","Gravel","1","Yucca schidigera"
NA,NA,"35.236198","-115.795588","Poaceae","Gravel","3","Bromus madritensis ssp. rubens"
NA,NA,"35.236198","-115.795588","Poaceae","Gravel","8","Unknown"
NA,NA,"35.235915","-115.795232","Asteraceae","Gravel","1","Ambrosia dumosa"
NA,NA,"35.235915","-115.795232","Cactaceae","Gravel","1","Opuntia basilaris"
NA,NA,"35.235915","-115.795232","Asteraceae","Gravel","1","Senecio flaccidus var. monoensis"
NA,NA,"35.235915","-115.795232","Poaceae","Gravel","5","Bromus madritensis ssp. rubens"
NA,NA,"35.235915","-115.795232","Poaceae","Gravel","2","Unknown"
NA,NA,"35.235915","-115.795232","null","Gravel","2","Unknown"
NA,NA,"35.235914","-115.795197","Cleomaceae","live plant","1","Peritoma arborea"
NA,NA,"35.235914","-115.795197","Ephedraceae","live plant","2","Ephedra viridis"
NA,NA,"35.235914","-115.795197","Asteraceae","live plant","1","Senecio flaccidus var. monoensis"
NA,NA,"35.235914","-115.795197","Poaceae","live plant","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.235875","-115.795134","Ephedraceae","Granite boulders","1","Ephedra viridis"
NA,NA,"35.235875","-115.795134","Cactaceae","Granite boulders","1","Ferocactus cylindraceus"
NA,NA,"35.235875","-115.795134","Asteraceae","Granite boulders","1","Senecio flaccidus var. monoensis"
NA,NA,"35.235875","-115.795134","Poaceae","Granite boulders","TNTC","Unknown"
NA,NA,"35.235875","-115.795134","Poaceae","Granite boulders","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.235878","-115.795121","Agavaceae","live plant","1","Yucca schidigera"
NA,NA,"35.235878","-115.795121","Asteraceae","live plant","1","Baccharis salicina"
NA,NA,"35.235878","-115.795121","Ephedraceae","live plant","1","Ephedra viridis"
NA,NA,"35.235878","-115.795121","Poaceae","live plant","TNTC","Unknown"
NA,NA,"35.235878","-115.795121","Poaceae","live plant","4","Unknown"
NA,NA,"35.235878","-115.795121","Polygonaceae","live plant","1","Eriogonum inflatum"
NA,NA,"35.235873","-115.795026","Ephedraceae","Gravel","1","Ephedra viridis"
NA,NA,"35.235873","-115.795026","Agavaceae","Gravel","1","Yucca schidigera"
NA,NA,"35.235873","-115.795026","Cactaceae","Gravel","1","Ferocactus cylindraceus"
NA,NA,"35.235873","-115.795026","Cactaceae","Gravel","1","Cylindropuntia ramosissima"
NA,NA,"35.235873","-115.795026","Poaceae","Gravel","5","Bromus madritensis ssp. rubens"
NA,NA,"35.235873","-115.795026","Poaceae","Gravel","4","Unknown"
NA,NA,"35.235873","-115.795026","Poaceae","Gravel","3","Unknown"
NA,NA,"35.235864","-115.794962","Polygonaceae","Sand","3","Eriogonum inflatum"
NA,NA,"35.235864","-115.794962","Poaceae","Sand","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.235858","-115.794906","Cactaceae","live plant","1","Cylindropuntia acanthocarpa"
NA,NA,"35.235858","-115.794906","Polygonaceae","live plant","1","Eriogonum inflatum"
NA,NA,"35.235858","-115.794906","Cleomaceae","live plant","1","Peritoma arborea"
NA,NA,"35.235858","-115.794906","Asteraceae","live plant","1","Baccharis salicina"
NA,NA,"35.235858","-115.794906","Poaceae","live plant","5","Unknown"
NA,NA,"35.235858","-115.794906","Poaceae","live plant","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.235876","-115.794837","Polygonaceae","Gravel","2","Eriogonum inflatum"
NA,NA,"35.235876","-115.794837","Ephedraceae","Gravel","1","Ephedra viridis"
NA,NA,"35.235876","-115.794837","Poaceae","Gravel","5","Bromus madritensis ssp. rubens"
NA,NA,"35.235873","-115.794773","Asteraceae","live plant","2","Baccharis salicina"
NA,NA,"35.235873","-115.794773","Cactaceae","live plant","1","Cylindropuntia acanthocarpa"
NA,NA,"35.235873","-115.794773","Asteraceae","live plant","1","Senecio flaccidus var. monoensis"
NA,NA,"35.235873","-115.794773","Ephedraceae","live plant","1","Ephedra viridis"
NA,NA,"35.2359","-115.794714","Asteraceae","live plant","1","Senecio flaccidus var. monoensis"
NA,NA,"35.2359","-115.794714","Cactaceae","live plant","1","Echinocereus engelmannii"
NA,NA,"35.2359","-115.794714","Asteraceae","live plant","1","Baccharis salicina"
NA,NA,"35.23567","-115.79526","Ephedraceae","live plant","1","Ephedra viridis"
NA,NA,"35.23567","-115.79526","Cleomaceae","live plant","1","Peritoma arborea"
NA,NA,"35.23567","-115.79526","Cactaceae","live plant","1","Echinocereus engelmannii"
NA,NA,"35.23567","-115.79526","Poaceae","live plant","TNTC","Unknown"
NA,NA,"35.23567","-115.79526","Poaceae","live plant","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.23567","-115.79526","Poaceae","live plant","1","Unknown"
NA,NA,"35.235704","-115.795391","Polygonaceae","Gravel","9","Chorizanthe rigida"
NA,NA,"35.235704","-115.795391","Polygonaceae","Gravel","1","Eriogonum inflatum"
NA,NA,"35.235704","-115.795391","Poaceae","Gravel","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.235704","-115.795391","Poaceae","Gravel","TNTC","Unknown"
NA,NA,"35.235704","-115.795391","null","Gravel","3","Unknown"
NA,NA,"35.235708","-115.795382","Solanaceae","Gravel","1","Lycium andersonii"
NA,NA,"35.235708","-115.795382","Ephedraceae","Gravel","1","Ephedra viridis"
NA,NA,"35.235708","-115.795382","Poaceae","Gravel","12","Unknown"
NA,NA,"35.235741","-115.79547","Ephedraceae","Gravel","1","Ephedra viridis"
NA,NA,"35.235741","-115.79547","Zygophyllaceae","Gravel","2","Larrea tridentata"
NA,NA,"35.235741","-115.79547","Poaceae","Gravel","TNTC","Unknown"
NA,NA,"35.235746","-115.795549","Zygophyllaceae","Gravel","1","Larrea tridentata"
NA,NA,"35.235746","-115.795549","Ephedraceae","Gravel","1","Ephedra viridis"
NA,NA,"35.235746","-115.795549","Poaceae","Gravel","3","Unknown"
NA,NA,"35.235746","-115.795549","null","Gravel","3","Unknown"
NA,NA,"35.235768","-115.795588","Cactaceae","Gravel","1","Cylindropuntia acanthocarpa"
NA,NA,"35.235768","-115.795588","Cactaceae","Gravel","1","Cylindropuntia ramosissima"
NA,NA,"35.235768","-115.795588","Cactaceae","Gravel","1","Ferocactus cylindraceus"
NA,NA,"35.235768","-115.795588","Malvaceae","Gravel","1","Sphaeralcea ambigua"
NA,NA,"35.235843","-115.795809","Asteraceae","Gravel","1","Ambrosia dumosa"
NA,NA,"35.235843","-115.795809","Polygonaceae","Gravel","2","Eriogonum inflatum"
NA,NA,"35.235843","-115.795809","Agavaceae","Gravel","1","Yucca schidigera"
NA,NA,"35.235843","-115.795809","Poaceae","Gravel","10","Unknown"
NA,NA,"35.235813","-115.79567","Zygophyllaceae","live plant","1","Larrea tridentata"
NA,NA,"35.235813","-115.79567","Cactaceae","live plant","1","Ferocactus cylindraceus"
NA,NA,"35.235813","-115.79567","Agavaceae","live plant","1","Yucca schidigera"
NA,NA,"35.235813","-115.79567","Polygonaceae","live plant","2","Eriogonum inflatum"
NA,NA,"35.235813","-115.79567","Ephedraceae","live plant","1","Ephedra viridis"
NA,NA,"35.235813","-115.79567","Poaceae","live plant","TNTC","Unknown"
NA,NA,"35.235812","-115.795762","Cactaceae","Gravel","2","Cylindropuntia acanthocarpa"
NA,NA,"35.235812","-115.795762","Agavaceae","Gravel","1","Yucca schidigera"
NA,NA,"35.235812","-115.795762","Polygonaceae","Gravel","1","Eriogonum inflatum"
NA,NA,"35.235812","-115.795762","Chenopodiaceae","Gravel","1","Atriplex polycarpa"
NA,NA,"35.235812","-115.795762","Poaceae","Gravel","6","Bromus madritensis ssp. rubens"
NA,NA,"35.235836","-115.795805","Cactaceae","Granite boulders","1","Cylindropuntia echinocarpa"
NA,NA,"35.235836","-115.795805","Ephedraceae","Granite boulders","1","Ephedra viridis"
NA,NA,"35.235836","-115.795805","Cactaceae","Granite boulders","1","Echinocereus engelmannii"
NA,NA,"35.235836","-115.795805","Poaceae","Granite boulders","5","Unknown"
NA,NA,"35.235484","-115.795306","Polygonaceae","Granite boulders","4","Eriogonum fasciculatum"
NA,NA,"35.235484","-115.795306","Asteraceae","Granite boulders","1","Baccharis salicina"
NA,NA,"35.235484","-115.795306","Poaceae","Granite boulders","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.23551","-115.795192","Asteraceae","live plant","1","Acamptopappus sphaerocephalus"
NA,NA,"35.23551","-115.795192","Asteraceae","live plant","2","Senecio flaccidus var. monoensis"
NA,NA,"35.23551","-115.795192","Boraginaceae","live plant","1","Heliotropium curassavicum"
NA,NA,"35.23551","-115.795192","Cactaceae","live plant","1","Ferocactus cylindraceus"
NA,NA,"35.23551","-115.795192","Poaceae","live plant","2","Dasyochloa pulchella"
NA,NA,"35.23551","-115.795192","Asteraceae","live plant","1","Baccharis salicina"
NA,NA,"35.23551","-115.795192","Malvaceae","live plant","1","Sphaeralcea ambigua"
NA,NA,"35.23551","-115.795192","Poaceae","live plant","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.23551","-115.795192","null","live plant","1","Unknown"
NA,NA,"35.235503","-115.795204","Zygophyllaceae","Gravel","1","Larrea tridentata"
NA,NA,"35.235503","-115.795204","Fabaceae","Gravel","1","Senegalia greggii"
NA,NA,"35.235503","-115.795204","Viscaceae","Gravel","1","Phoradendron californicum"
NA,NA,"35.235503","-115.795204","Boraginaceae","Gravel","1","Heliotropium curassavicum"
NA,NA,"35.235503","-115.795204","Malvaceae","Gravel","1","Sphaeralcea ambigua"
NA,NA,"35.235503","-115.795204","Poaceae","Gravel","1","Dasyochloa pulchella"
NA,NA,"35.235503","-115.795204","Asteraceae","Gravel","1","Baccharis salicina"
NA,NA,"35.235503","-115.795204","Poaceae","Gravel","5","Bromus madritensis ssp. rubens"
NA,NA,"35.235497","-115.795142","Asteraceae","Basalt","1","Baccharis salicina"
NA,NA,"35.235497","-115.795142","Polygonaceae","Basalt","2","Eriogonum fasciculatum"
NA,NA,"35.235497","-115.795142","Asteraceae","Basalt","1","Acamptopappus sphaerocephalus"
NA,NA,"35.235497","-115.795142","Malvaceae","Basalt","1","Sphaeralcea ambigua"
NA,NA,"35.235497","-115.795142","Poaceae","Basalt","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.235497","-115.795142","null","Basalt","3","Unknown"
NA,NA,"35.235507","-115.795103","Asteraceae","Basalt","1","Senecio flaccidus var. monoensis"
NA,NA,"35.235507","-115.795103","Cactaceae","Basalt","1","Cylindropuntia acanthocarpa"
NA,NA,"35.235507","-115.795103","Cactaceae","Basalt","1","Cylindropuntia ramosissima"
NA,NA,"35.235507","-115.795103","Asteraceae","Basalt","1","Baccharis salicina"
NA,NA,"35.235507","-115.795103","Poaceae","Basalt","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.235501","-115.795058","Asteraceae","live plant","1","Senecio flaccidus var. monoensis"
NA,NA,"35.235501","-115.795058","Asteraceae","live plant","1","Baccharis salicina"
NA,NA,"35.235501","-115.795058","Polygonaceae","live plant","2","Eriogonum fasciculatum"
NA,NA,"35.235501","-115.795058","Poaceae","live plant","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.235501","-115.795058","Poaceae","live plant","TNTC","Unknown"
NA,NA,"35.235495","-115.794987","Polygonaceae","live plant","3","Eriogonum fasciculatum"
NA,NA,"35.235495","-115.794987","Agavaceae","live plant","1","Yucca schidigera"
NA,NA,"35.235495","-115.794987","Poaceae","live plant","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.235495","-115.794987","Asteraceae","Basalt","1","Encelia farinosa"
NA,NA,"35.235468","-115.794942","Cactaceae","Basalt","1","Ferocactus cylindraceus"
NA,NA,"35.235468","-115.794942","Ephedraceae","Basalt","1","Ephedra viridis"
NA,NA,"35.235468","-115.794942","Poaceae","Basalt","12","Bromus madritensis ssp. rubens"
NA,NA,"35.23548","-115.794867","Asteraceae","Basalt","1","Ambrosia dumosa"
NA,NA,"35.23548","-115.794867","Cactaceae","Basalt","1","Ferocactus cylindraceus"
NA,NA,"35.23548","-115.794867","Cactaceae","Basalt","1","Echinocereus engelmannii"
NA,NA,"35.23548","-115.794867","Agavaceae","Basalt","1","Yucca schidigera"
NA,NA,"35.23548","-115.794867","Poaceae","Basalt","12","Bromus madritensis ssp. rubens"
NA,NA,"35.235498","-115.794789","Solanaceae","Basalt","1","Lycium andersonii"
NA,NA,"35.235498","-115.794789","Malvaceae","Basalt","1","Sphaeralcea ambigua"
NA,NA,"35.235498","-115.794789","Ephedraceae","Basalt","1","Ephedra viridis"
NA,NA,"35.235498","-115.794789","Poaceae","Basalt","20","Bromus madritensis ssp. rubens"
NA,NA,"35.239421","-115.804378","Poaceae","Granite Pebble","2","Dasyochloa pulchella"
NA,NA,"35.239421","-115.804378","Poaceae","Granite Pebble","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.239421","-115.804378","Solanaceae","Granite Pebble","1","Lycium andersonii"
NA,NA,"35.239397","-115.80439","Asteraceae","Granite Cobble","1","Ambrosia dumosa"
NA,NA,"35.239397","-115.80439","Poaceae","Granite Cobble","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.239368","-115.804375","Ephedraceae","Granite Cobble","1","Ephedra viridis"
NA,NA,"35.239368","-115.804375","Poaceae","Granite Cobble","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.239331","-115.804369","Asteraceae","Granite Cobble","1","Ambrosia dumosa"
NA,NA,"35.239331","-115.804369","Poaceae","Granite Cobble","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.239312","-115.80437","Asteraceae","Granite Cobble","1","Ambrosia dumosa"
NA,NA,"35.239312","-115.80437","Poaceae","Granite Cobble","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.239284","-115.80436","Cactaceae","Granite Cobble","1","Echinocereus engelmannii"
NA,NA,"35.239284","-115.80436","Asteraceae","Granite Cobble","1","Ambrosia dumosa"
NA,NA,"35.239284","-115.80436","Poaceae","Granite Cobble","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.239257","-115.804381","Cleomaceae","Live Plant","1","Peritoma arborea"
NA,NA,"35.23921","-115.804372","Cactaceae","Granite Cobble","1","Cylindropuntia echinocarpa"
NA,NA,"35.239155","-115.804368","null","Granite Cobble","0","Unknown"
NA,NA,"35.239111","-115.804353","Cactaceae","Live Plant","1","Cylindropuntia ramosissima"
NA,NA,"35.239111","-115.804353","Asteraceae","Live Plant","1","Ericameria paniculata"
NA,NA,"35.239111","-115.804353","Poaceae","Live Plant","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.239167","-115.803925","Poaceae","Cobble","3","Dasyochloa pulchella"
NA,NA,"35.239167","-115.803925","Polygonaceae","Cobble","1","Eriogonum inflatum"
NA,NA,"35.239167","-115.803925","Poaceae","Cobble","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.23914","-115.803915","Ephedraceae","Rock","1","Ephedra viridis"
NA,NA,"35.23914","-115.803915","Asteraceae","Rock","1","Ambrosia dumosa"
NA,NA,"35.23914","-115.803915","Poaceae","Rock","4","Dasyochloa pulchella"
NA,NA,"35.23914","-115.803915","Poaceae","Rock","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.239118","-115.803925","Zygophyllaceae","Live Plant","1","Larrea tridentata"
NA,NA,"35.239118","-115.803925","Poaceae","Live Plant","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.239068","-115.803918","Krameriaceae","Live Plant","1","Krameria erecta"
NA,NA,"35.239068","-115.803918","Cactaceae","Live Plant","1","Echinocereus engelmannii"
NA,NA,"35.239068","-115.803918","Solanaceae","Live Plant","1","Lycium andersonii"
NA,NA,"35.239021","-115.803921","Ephedraceae","Sand","1","Ephedra viridis"
NA,NA,"35.239021","-115.803921","Poaceae","Sand","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.239399","-115.803712","Ephedraceae","Gravel","1","Ephedra viridis"
NA,NA,"35.23946","-115.803698","Ephedraceae","Rock","1","Ephedra viridis"
NA,NA,"35.23946","-115.803698","Cactaceae","Rock","1","Cylindropuntia acanthocarpa"
NA,NA,"35.23946","-115.803698","Solanaceae","Rock","1","Lycium andersonii"
NA,NA,"35.23946","-115.803698","Krameriaceae","Rock","1","Krameria erecta"
NA,NA,"35.23946","-115.803698","Poaceae","Rock","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.239511","-115.80371","Asteraceae","Rock","2","Ericameria paniculata"
NA,NA,"35.239564","-115.803684","Fabaceae","Live Plant","1","Senegalia greggii"
NA,NA,"35.239564","-115.803684","Viscaceae","Live Plant","1","Phoradendron californicum"
NA,NA,"35.239591","-115.803665","Polygonaceae","Live Plant","1","Eriogonum deflexum"
NA,NA,"35.239591","-115.803665","Poaceae","Live Plant","4","Bromus madritensis ssp. rubens"
NA,NA,"35.239633","-115.803664","Solanaceae","Rock","2","Lycium andersonii"
NA,NA,"35.239633","-115.803664","Cactaceae","Rock","1","Ferocactus cylindraceus"
NA,NA,"35.239633","-115.803664","Krameriaceae","Rock","1","Krameria erecta"
NA,NA,"35.239671","-115.803658","Cactaceae","Gravel","1","Cylindropuntia ramosissima"
NA,NA,"35.239671","-115.803658","Krameriaceae","Gravel","1","Krameria erecta"
NA,NA,"35.239671","-115.803658","Poaceae","Gravel","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.239712","-115.803662","Agavaceae","Live Plant","1","Yucca schidigera"
NA,NA,"35.239712","-115.803662","Cactaceae","Live Plant","1","Ferocactus cylindraceus"
NA,NA,"35.239712","-115.803662","Polygonaceae","Live Plant","2","Eriogonum inflatum"
NA,NA,"35.239712","-115.803662","Krameriaceae","Live Plant","1","Krameria erecta"
NA,NA,"35.239726","-115.803675","Poaceae","Gravel","3","Dasyochloa pulchella"
NA,NA,"35.239726","-115.803675","Ephedraceae","Gravel","1","Ephedra viridis"
NA,NA,"35.239726","-115.803675","Poaceae","Gravel","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.23974","-115.803774","Cactaceae","Rock","1","Echinocereus engelmannii"
NA,NA,"35.23974","-115.803774","Krameriaceae","Rock","1","Krameria erecta"
NA,NA,"35.23974","-115.803774","Poaceae","Rock","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.239366","-115.803497","Poaceae","Gravel","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.239363","-115.803505","Zygophyllaceae","Gravel","1","Larrea tridentata"
NA,NA,"35.239363","-115.803505","Asteraceae","Gravel","1","Encelia farinosa"
NA,NA,"35.239363","-115.803505","Poaceae","Gravel","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.239316","-115.803472","Cactaceae","Rock","1","Cylindropuntia acanthocarpa"
NA,NA,"35.239316","-115.803472","Solanaceae","Rock","1","Lycium andersonii"
NA,NA,"35.239316","-115.803472","Poaceae","Rock","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.239279","-115.803468","Poaceae","Rock","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.239234","-115.803467","Ephedraceae","Rock","1","Ephedra viridis"
NA,NA,"35.239234","-115.803467","Poaceae","Rock","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.239227","-115.803462","Cactaceae","Rock","1","Cylindropuntia ramosissima"
NA,NA,"35.239227","-115.803462","Asteraceae","Rock","1","Ambrosia dumosa"
NA,NA,"35.239227","-115.803462","Poaceae","Rock","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.239199","-115.80348","Asteraceae","Gravel","3","Ambrosia dumosa"
NA,NA,"35.239199","-115.80348","Poaceae","Gravel","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.239171","-115.803458","Poaceae","Rock","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.239153","-115.803464","Ephedraceae","Rock","1","Ephedra viridis"
NA,NA,"35.239153","-115.803464","Poaceae","Rock","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.239153","-115.803464","Zygophyllaceae","Rock","1","Larrea tridentata"
NA,NA,"35.239107","-115.803463","Ephedraceae","Rock","1","Ephedra viridis"
NA,NA,"35.239107","-115.803463","Asteraceae","Rock","1","Ambrosia dumosa"
NA,NA,"35.239107","-115.803463","Poaceae","Rock","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.239043","-115.803502","Poaceae","Rock","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.239","-115.80127","Ephedraceae","Rock","1","Ephedra viridis"
NA,NA,"35.239","-115.80127","Poaceae","Rock","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.239002","-115.801174","Ephedraceae","Rock","1","Ephedra viridis"
NA,NA,"35.239002","-115.801174","Poaceae","Rock","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.239009","-115.801066","Solanaceae","Live Plant","1","Lycium andersonii"
NA,NA,"35.239009","-115.801066","Poaceae","Live Plant","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.238985","-115.800935","Poaceae","Rock","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.238985","-115.800935","Krameriaceae","Rock","1","Krameria erecta"
NA,NA,"35.238985","-115.800935","Polygonaceae","Rock","1","Eriogonum fasciculatum"
NA,NA,"35.238991","-115.800845","Asteraceae","Rock","1","Ambrosia dumosa"
NA,NA,"35.238991","-115.800845","Cactaceae","Rock","1","Echinocereus engelmannii"
NA,NA,"35.238991","-115.800845","Solanaceae","Rock","1","Lycium andersonii"
NA,NA,"35.238991","-115.800845","Poaceae","Rock","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.238972","-115.800738","Asteraceae","Rock","1","Ambrosia dumosa"
NA,NA,"35.238968","-115.800642","Cactaceae","Sand","1","Cylindropuntia acanthocarpa"
NA,NA,"35.238968","-115.800642","Poaceae","Sand","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.238968","-115.800642","Asteraceae","Sand","1","Ericameria paniculata"
NA,NA,"35.238968","-115.800642","Malvaceae","Sand","1","Sphaeralcea ambigua"
NA,NA,"35.238969","-115.800541","Polygonaceae","Sand","2","Eriogonum inflatum"
NA,NA,"35.238969","-115.800541","Poaceae","Sand","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.238989","-115.80042","Ephedraceae","Rock","1","Ephedra viridis"
NA,NA,"35.238989","-115.80042","Poaceae","Rock","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.238989","-115.80042","Malvaceae","Rock","1","Sphaeralcea ambigua"
NA,NA,"35.239006","-115.800322","Agavaceae","Live Plant","1","Yucca schidigera"
NA,NA,"35.239006","-115.800322","Poaceae","Live Plant","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.239006","-115.800322","Malvaceae","Live Plant","1","Sphaeralcea ambigua"
NA,NA,"35.239006","-115.800322","Ephedraceae","Live Plant","1","Ephedra viridis"
NA,NA,"35.239168","-115.801253","Poaceae","Rock","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.239169","-115.801153","Poaceae","Live Plant","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.239146","-115.801038","Poaceae","Live Plant","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.239146","-115.801038","Solanaceae","Live Plant","1","Lycium andersonii"
NA,NA,"35.239146","-115.801038","Ephedraceae","Live Plant","1","Ephedra viridis"
NA,NA,"35.239127","-115.80092","Cactaceae","Live Plant","1","Cylindropuntia acanthocarpa"
NA,NA,"35.239127","-115.80092","Ephedraceae","Live Plant","2","Ephedra viridis"
NA,NA,"35.239127","-115.80092","Solanaceae","Live Plant","1","Lycium andersonii"
NA,NA,"35.239127","-115.80092","Poaceae","Live Plant","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.23991","-115.804009","Agavaceae","Granite Pebble","2","Yucca schidigera"
NA,NA,"35.239924","-115.803962","Poaceae","Granite Pebble","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.239909","-115.803903","Cactaceae","Granite","1","Cylindropuntia acanthocarpa"
NA,NA,"35.239896","-115.803851","Solanaceae","Granite","1","Lycium andersonii"
NA,NA,"35.239896","-115.803851","Cactaceae","Granite","1","Echinocereus engelmannii"
NA,NA,"35.239885","-115.803802","Ephedraceae","Granite","1","Ephedra viridis"
NA,NA,"35.239885","-115.803802","Polygonaceae","Granite","1","Eriogonum inflatum"
NA,NA,"35.239885","-115.803802","Poaceae","Granite","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.239901","-115.803745","Ephedraceae","Live Plant","1","Ephedra viridis"
NA,NA,"35.239901","-115.803745","Polygonaceae","Live Plant","1","Eriogonum inflatum"
NA,NA,"35.239901","-115.803745","Solanaceae","Live Plant","1","Lycium andersonii"
NA,NA,"35.239901","-115.803745","Poaceae","Live Plant","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.239877","-115.803695","Ephedraceae","Granite Pebble","2","Ephedra viridis"
NA,NA,"35.239877","-115.803695","Solanaceae","Granite Pebble","1","Lycium andersonii"
