"Easting","Northing","Latitude","Longitude","Family","Cover_Class","Number","Genus_species"
NA,NA,"35.23457","-115.80306","Chenopodiaceae","Dirt","3","Atriplex polycarpa"
NA,NA,"35.234584","-115.803002","Poaceae","Rock","2","Bromus madritensis ssp. rubens"
NA,NA,"35.234584","-115.803002","Zygophyllaceae","Rock","1","Larrea tridentata"
NA,NA,"35.234584","-115.803002","Asteraceae","Rock","1","Eriophyllum wallacei"
NA,NA,"35.234584","-115.803002","Fabaceae","Rock","1","Astragalus nuttallianus var. imperfectus"
NA,NA,"35.234583","-115.802986","Poaceae","Rock","30","Bromus madritensis ssp. rubens"
NA,NA,"35.234586","-115.802919","Unknown","Gravel","10","Bromus madritensis ssp. rubens"
NA,NA,"35.234586","-115.802919","Zygophyllaceae","Gravel","1","Larrea tridentata"
NA,NA,"35.234586","-115.802919","Poaceae","Gravel","1","Unknown"
NA,NA,"35.234584","-115.802868","Zygophyllaceae","Rock","1","Larrea tridentata"
NA,NA,"35.234584","-115.802868","Poaceae","Rock","1","Bromus madritensis ssp. rubens"
NA,NA,"35.23462","-115.803079","Polygonaceae","Live Plant","2","Eriogonum inflatum"
NA,NA,"35.23462","-115.803079","Poaceae","Live Plant","TNTC","Bromus madritensis ssp. rubens"
NA,NA,"35.234647","-115.802998","Poaceae","Rock","15","Bromus madritensis ssp. rubens"
NA,NA,"35.234658","-115.802959","Poaceae","Gravel","10","Bromus madritensis ssp. rubens"
NA,NA,"35.234658","-115.802959","Cactaceae","Gravel","1","Ferocactus cylindraceus"
NA,NA,"35.234664","-115.802934","Poaceae","Rock","1","Bromus madritensis ssp. rubens"
NA,NA,"35.234681","-115.802868","Agavaceae","Litter","1","Yucca schidigera"
NA,NA,"35.234729","-115.803044","Poaceae","Rock","20","Bromus madritensis ssp. rubens"
NA,NA,"35.234742","-115.802997","Poaceae","Rock","20","Bromus madritensis ssp. rubens"
NA,NA,"35.234736","-115.802961","Polygonaceae","Gravel","4","Eriogonum inflatum"
NA,NA,"35.234736","-115.802961","Poaceae","Gravel","4","Bromus madritensis ssp. rubens"
NA,NA,"35.234744","-115.802896","Cactaceae","Rock","1","Ferocactus cylindraceus"
NA,NA,"35.234744","-115.802896","Poaceae","Rock","5","Bromus madritensis ssp. rubens"
NA,NA,"35.234749","-115.802828","Cactaceae","Rock","1","Ferocactus cylindraceus"
NA,NA,"35.234749","-115.802828","Solanaceae","Rock","1","Lycium andersonii"
NA,NA,"35.234749","-115.802828","Poaceae","Rock","5","Bromus madritensis ssp. rubens"
NA,NA,"35.234749","-115.802828","Malvaceae","Rock","2","Sphaeralcea ambigua"
NA,NA,"35.235068","-115.803198","Poaceae","Rock","10","Bromus madritensis ssp. rubens"
NA,NA,"35.235075","-115.803134","Solanaceae","Rock","1","Lycium andersonii"
NA,NA,"35.235071","-115.803084","Solanaceae","Litter","1","Lycium andersonii"
NA,NA,"35.235071","-115.803084","Malvaceae","Litter","1","Sphaeralcea ambigua"
NA,NA,"35.235071","-115.803084","Geraniaceae","Litter","8","Erodium texanum"
NA,NA,"35.235086","-115.803031","Poaceae","Rock","2","Unknown"
NA,NA,"35.235105","-115.802979","Poaceae","Rock","15","Unknown"
NA,NA,"35.235105","-115.802979","Polygonaceae","Rock","1","Eriogonum inflatum"
NA,NA,"35.234939","-115.803077","Poaceae","Gravel","1","Unknown"
NA,NA,"35.235195","-115.803203","Solanaceae","Plant","1","Lycium andersonii"
NA,NA,"35.235195","-115.803203","Boraginaceae","Plant","1","Cryptantha angustifolia"
NA,NA,"35.235193","-115.803158","Poaceae","Gravel","3","Unknown"
NA,NA,"35.235193","-115.803158","Solanaceae","Gravel","1","Lycium andersonii"
NA,NA,"35.235194","-115.803106","Poaceae","Gravel","2","Unknown"
NA,NA,"35.235232","-115.803172","Poaceae","Rock","5","Bromus madritensis ssp. rubens"
NA,NA,"35.235234","-115.803119","Solanaceae","Plant","2","Lycium andersonii"
NA,NA,"35.235276","-115.803066","Solanaceae","Plant","1","Lycium andersonii"
NA,NA,"35.235276","-115.803066","Poaceae","Plant","5","Unknown"
NA,NA,"35.235274","-115.802993","Cactaceae","Gravel","1","Opuntia bigelovii"
NA,NA,"35.235274","-115.802993","Poaceae","Gravel","5","Unknown"
NA,NA,"35.235271","-115.802953","Agavaceae","Rock","1","Yucca schidigera"
NA,NA,"35.235271","-115.802953","Cactaceae","Rock","1","Opuntia bigelovii"
NA,NA,"35.235271","-115.802953","Poaceae","Rock","10","Unknown"
NA,NA,"35.235357","-115.803322","Poaceae","Plant","100","Bromus madritensis ssp. rubens"
NA,NA,"35.235417","-115.803222","Cactaceae","Rock","1","Echinocereus engelmannii"
NA,NA,"35.235417","-115.803222","Poaceae","Rock","20","Bromus madritensis ssp. rubens"
NA,NA,"35.235417","-115.803222","Ephedraceae","Rock","1","Ephedra viridis"
NA,NA,"35.235449","-115.803148","Poaceae",NA,"100","Bromus madritensis ssp. rubens"
NA,NA,"35.235449","-115.803148","Geraniaceae",NA,"1","Erodium texanum"
NA,NA,"35.235449","-115.803148","Brassicaceae",NA,"1","Lepidium densiflorum"
NA,NA,"35.235475","-115.802939","Poaceae","Gravel","1","Unknown"
NA,NA,"35.234562","-115.803112","Cactaceae","Gravel","1","Echinocereus engelmannii"
NA,NA,"35.234562","-115.803112","Poaceae","Gravel","1","Unknown"
NA,NA,"35.23456","-115.803206","Poaceae","Rock","20","Bromus madritensis ssp. rubens"
NA,NA,"35.23456","-115.803206","Asteraceae","Rock","6","Perityle emoryi"
NA,NA,"35.23456","-115.803206","Poaceae","Rock","12","Unknown"
NA,NA,"35.23456","-115.803206","Boraginaceae","Rock","1","Cryptantha angustifolia"
NA,NA,"35.23456","-115.803206","Asteraceae","Rock","2","Encelia farinosa"
NA,NA,"35.234645","-115.8031","Asteraceae","Rock","1","Ambrosia dumosa"
NA,NA,"35.234645","-115.8031","Solanaceae","Rock","3","Lycium andersonii"
NA,NA,"35.234645","-115.8031","Polygonaceae","Rock","2","Eriogonum inflatum"
NA,NA,"35.234632","-115.803118","Asteraceae","Rock","3","Encelia farinosa"
NA,NA,"35.234632","-115.803118","Poaceae","Rock","7","Bromus madritensis ssp. rubens"
NA,NA,"35.234603","-115.803178","Polygonaceae","Plant","3","Eriogonum inflatum"
NA,NA,"35.234603","-115.803178","Ephedraceae","Plant","1","Ephedra viridis"
NA,NA,"35.234603","-115.803178","Asteraceae","Plant","1","Encelia farinosa"
NA,NA,"35.234603","-115.803178","Polygonaceae","Plant","6","Unknown"
NA,NA,"35.23462","-115.803208","Asteraceae","Plant","2","Encelia farinosa"
NA,NA,"35.23462","-115.803208","Poaceae","Plant","11","Bromus madritensis ssp. rubens"
NA,NA,"35.23462","-115.803208","Poaceae","Plant","3","Unknown"
NA,NA,"35.234603","-115.803254","Boraginaceae","Litter","2","Cryptantha angustifolia"
NA,NA,"35.234603","-115.803254","Asteraceae","Litter","1","Encelia farinosa"
NA,NA,"35.234603","-115.803254","Poaceae","Litter","3","Bromus madritensis ssp. rubens"
NA,NA,"35.234705","-115.8031","Poaceae","Rock","51","Bromus madritensis ssp. rubens"
NA,NA,"35.234705","-115.8031","Asteraceae","Rock","4","Ambrosia dumosa"
NA,NA,"35.234693","-115.803145","Asteraceae","Plant","2","Ambrosia dumosa"
NA,NA,"35.234693","-115.803145","Cactaceae","Plant","1","Echinocereus triglochidiatus var. mojavensis"
NA,NA,"35.234693","-115.803145","Cactaceae","Plant","1","Echinocereus triglochidiatus ssp. mojavensis"
NA,NA,"35.234693","-115.803145","Cactaceae","Plant","1","Echinocereus triglochidiatus subsp. mojavensis"
NA,NA,"35.234693","-115.803145","Ephedraceae","Plant","1","Ephedra viridis"
NA,NA,"35.234693","-115.803145","Poaceae","Plant","3","Bromus madritensis ssp. rubens"
NA,NA,"35.234692","-115.803163","Asteraceae","Rock","2","Encelia farinosa"
NA,NA,"35.23468","-115.803237","Asteraceae","Rock","1","Encelia farinosa"
NA,NA,"35.23468","-115.803237","Poaceae","Rock","2","Bromus madritensis ssp. rubens"
NA,NA,"35.235008","-115.803401","Poaceae","Rock","2","Unknown"
NA,NA,"35.234927","-115.80324","Solanaceae","Rock","1","Nicotiana attenuata"
NA,NA,"35.234927","-115.80324","Polygonaceae","Rock","1","Eriogonum inflatum"
NA,NA,"35.235175","-115.803247","Asteraceae","Plant","1","Ambrosia dumosa"
NA,NA,"35.235175","-115.803247","Malvaceae","Plant","1","Sphaeralcea ambigua"
NA,NA,"35.235175","-115.803247","Poaceae","Plant","2","Unknown"
NA,NA,"35.235164","-115.803299","Poaceae","Rock","20","Unknown"
NA,NA,"35.235164","-115.803299","Asteraceae","Rock","1","Ambrosia dumosa"
NA,NA,"35.235164","-115.803299","Poaceae","Rock","1","Unknown"
NA,NA,"35.235166","-115.803328","Poaceae","Rock","3","Bromus madritensis ssp. rubens"
NA,NA,"35.235166","-115.803328","Asteraceae","Rock","1","Ambrosia dumosa"
NA,NA,"35.235151","-115.803367","Zygophyllaceae","Gravel","1","Larrea tridentata"
NA,NA,"35.235151","-115.803367","Malvaceae","Gravel","1","Sphaeralcea ambigua"
NA,NA,"35.235136","-115.803404","Malvaceae","Rock","3","Sphaeralcea ambigua"
NA,NA,"35.235136","-115.803404","Poaceae","Rock","30","Bromus madritensis ssp. rubens"
NA,NA,"35.235242","-115.803262","Unknown","Rock","1","Astragalus nuttallianus"
NA,NA,"35.235242","-115.803262","Poaceae","Rock","15","Bromus madritensis ssp. rubens"
NA,NA,"35.23522","-115.803288","Agavaceae","Plant","2","Yucca schidigera"
NA,NA,"35.235209","-115.803342","Polygonaceae","Rock","3","Eriogonum inflatum"
NA,NA,"35.235209","-115.803342","Malvaceae","Rock","1","Sphaeralcea ambigua"
NA,NA,"35.235209","-115.803342","Poaceae","Rock","40","Bromus madritensis ssp. rubens"
NA,NA,"35.235205","-115.803377","Poaceae","Plant","1","Bromus madritensis ssp. rubens"
NA,NA,"35.235205","-115.803377","Ephedraceae","Plant","1","Ephedra viridis"
NA,NA,"35.235205","-115.803377","Poaceae","Plant","20","Unknown"
NA,NA,"35.235205","-115.803377","Polygonaceae","Plant","2","Eriogonum inflatum"
NA,NA,"35.235192","-115.803417","Malvaceae","Rock","6","Sphaeralcea ambigua"
NA,NA,"35.235192","-115.803417","Poaceae","Rock","40","Bromus madritensis ssp. rubens"
NA,NA,"35.235192","-115.803417","Polygonaceae","Rock","1","Eriogonum inflatum"
NA,NA,"35.235322","-115.803401","Poaceae","Plant","10","Bromus madritensis ssp. rubens"
NA,NA,"35.235322","-115.803401","Poaceae","Plant","30","Unknown"
NA,NA,"35.235322","-115.803401","Polygonaceae","Plant","1","Eriogonum inflatum"
NA,NA,"35.235396","-115.803292","Cactaceae","Sand","1","Ferocactus cylindraceus"
NA,NA,"35.235396","-115.803292","Poaceae","Sand","50","Unknown"
NA,NA,"35.235396","-115.803292","Poaceae","Sand","40","Unknown"
NA,NA,"35.235396","-115.803292","Ephedraceae","Sand","2","Ephedra viridis"
NA,NA,"35.235438","-115.803196","Fabaceae","Rock","2","Astragalus nuttallianus"
NA,NA,"35.235438","-115.803196","Poaceae","Rock","12","Bromus madritensis ssp. rubens"
NA,NA,"35.235438","-115.803196","Poaceae","Rock","10","Unknown"
NA,NA,"35.235457","-115.803089","Poaceae","Rock","35","Unknown"
NA,NA,"35.235457","-115.803047","Poaceae","Rock","30","Unknown"
NA,NA,"35.235463","-115.803007","Poaceae","Rock","2","Unknown"
NA,NA,"35.235463","-115.803007","Cactaceae","Rock","5","Cylindropuntia ramossissima"
NA,NA,"35.235463","-115.803007","Agavaceae","Rock","2","Yucca schidigera"
NA,NA,"35.235914","-115.801881","Boraginaceae","Sand","1","Cryptantha angustifolia"
NA,NA,"35.235914","-115.801881","Cleomaceae","Sand","1","Peritoma arborea"
NA,NA,"35.235914","-115.801881","Poaceae","Sand","1","Unknown"
NA,NA,"35.235962","-115.801853","Cleomaceae","Plant","1","Peritoma arborea"
NA,NA,"35.235962","-115.801853","Solanaceae","Plant","1","Lycium andersonii"
NA,NA,"35.235962","-115.801853","Poaceae","Plant","1","Unknown"
NA,NA,"35.236036","-115.80188","Zygophyllaceae","Plant","1","Larrea tridentata"
NA,NA,"35.236036","-115.80188","Cactaceae","Plant","5","Unknown"
NA,NA,"35.236036","-115.80188","Poaceae","Plant","20","Unknown"
NA,NA,"35.236108","-115.801878","Cleomaceae","Gravel","2","Peritoma arborea"
NA,NA,"35.236167","-115.801883","Cleomaceae","Rock","1","Peritoma arborea"
NA,NA,"35.236167","-115.801883","Cactaceae","Rock","1","Unknown"
NA,NA,"35.236167","-115.801883","Poaceae","Rock","15","Unknown"
NA,NA,"35.235828","-115.801877","Poaceae","Gravel","1","Unknown"
NA,NA,"35.235847","-115.801764","Boraginaceae","Gravel","10","Cryptantha angustifolia"
NA,NA,"35.235801","-115.801756","Cactaceae","Rock","1","Unknown"
NA,NA,"35.235767","-115.801756","Asteraceae","Gravel","1","Monoptilon bellidiforme"
NA,NA,"35.235767","-115.801756","Boraginaceae","Gravel","1","Cryptantha angustifolia"
NA,NA,"35.235767","-115.801756","Poaceae","Gravel","1","Bromus madritensis ssp. rubens"
NA,NA,"35.235716","-115.801772","Poaceae",NA,"20","Bromus madritensis ssp. rubens"
NA,NA,"35.235716","-115.801772","Ephedraceae",NA,"1","Ephedra viridis"
NA,NA,"35.23579","-115.802269","Poaceae","Dirt","10","Unknown"
NA,NA,"35.23579","-115.802269","Boraginaceae","Dirt","1","Cryptantha angustifolia"
NA,NA,"35.23579","-115.802269","Cactaceae","Dirt","1","Unknown"
NA,NA,"35.235748","-115.802272","Poaceae","Rock","15","Bromus madritensis ssp. rubens"
NA,NA,"35.235675","-115.802243","Ephedraceae","Rock","2","Ephedra viridis"
NA,NA,"35.235675","-115.802243","Poaceae","Rock","13","Bromus madritensis ssp. rubens"
NA,NA,"35.235675","-115.802243","Unknown","Rock","1","Bryophyta"
NA,NA,"35.23563","-115.802211","Unknown","Dirt","1","Bryophyta"
NA,NA,"35.23563","-115.802211","Poaceae","Dirt","1","Unknown"
NA,NA,"35.235571","-115.802228","Poaceae","Dirt","1","Unknown"
NA,NA,"35.235801","-115.802152","Boraginaceae","Rock","1","Cryptantha angustifolia"
NA,NA,"35.235801","-115.802152","Poaceae","Rock","1","Bromus madritensis ssp. rubens"
NA,NA,"35.235823","-115.802149","Ephedraceae","Plant","1","Ephedra viridis"
NA,NA,"35.235823","-115.802149","Cactaceae","Plant","1","Unknown"
NA,NA,"35.235823","-115.802149","Poaceae","Plant","1","Bromus madritensis ssp. rubens"
NA,NA,"35.235822","-115.802153","Poaceae","Boulder","60","Bromus madritensis ssp. rubens"
NA,NA,"35.235822","-115.802153","Brassicaceae","Boulder","1","Lepidium densiflorum"
NA,NA,"35.235944","-115.802164","Cactaceae","Rock","1","Ferocactus cylindraceus"
NA,NA,"35.235944","-115.802164","Agavaceae","Rock","1","Yucca schidigera"
NA,NA,"35.235944","-115.802164","Ephedraceae","Rock","1","Ephedra viridis"
NA,NA,"35.235944","-115.802164","Poaceae","Rock","25","Bromus madritensis ssp. rubens"
NA,NA,"35.235944","-115.802164","Unknown","Rock","5","Bryophyta"
NA,NA,"35.236","-115.802137","Poaceae","Rock","1","Bromus madritensis ssp. rubens"
NA,NA,"35.236059","-115.802102","Cactaceae","Sand","3","Cylindropuntia echinocarpa"
NA,NA,"35.236059","-115.802102","Poaceae","Sand","1","Unknown"
NA,NA,"35.236088","-115.802076","Polygonaceae","Rock","6","Eriogonum inflatum"
NA,NA,"35.236088","-115.802076","Poaceae","Rock","1","Bromus madritensis ssp. rubens"
NA,NA,"35.236159","-115.802086","Ephedraceae","Rock","1","Ephedra viridis"
NA,NA,"35.236159","-115.802086","Cactaceae","Rock","1","Opuntia ramosissima"
NA,NA,"35.236159","-115.802086","Unknown","Rock","1","Bryophyta"
NA,NA,"35.236159","-115.802086","Malvaceae","Rock","1","Sphaeralcea ambigua"
NA,NA,"35.236199","-115.802092","Zygophyllaceae","Rock","1","Larrea tridentata"
NA,NA,"35.236199","-115.802092","Polygonaceae","Rock","4","Eriogonum inflatum"
NA,NA,"35.236199","-115.802092","Poaceae","Rock","1","Unknown"
NA,NA,"35.236199","-115.802092","Unknown","Rock","1","Bryophyta"
NA,NA,"35.236199","-115.802092","Unknown","Rock","1","Lichens"
NA,NA,"35.235822","-115.802008","Poaceae","Rock","40","Bromus madritensis ssp. rubens"
NA,NA,"35.235776","-115.802024","Poaceae","Rock","100","Bromus madritensis ssp. rubens"
NA,NA,"35.235776","-115.802024","Ephedraceae","Rock","1","Ephedra viridis"
NA,NA,"35.235776","-115.802024","Polygonaceae","Rock","20","Lepidium densiflorum"
NA,NA,"35.235776","-115.802024","Agavaceae","Rock","1","Yucca schidigera"
NA,NA,"35.235715","-115.801974","Ephedraceae","Rock","1","Ephedra viridis"
NA,NA,"35.235715","-115.801974","Poaceae","Rock","1","Bromus madritensis ssp. rubens"
NA,NA,"35.235715","-115.801974","Cactaceae","Rock","1","Unknown"
NA,NA,"35.23566","-115.801973","Cactaceae","Gravel","1","Unknown"
NA,NA,"35.23566","-115.801973","Poaceae","Gravel","20","Unknown"
NA,NA,"35.23562","-115.801969","Poaceae","Sand","2","Bromus madritensis ssp. rubens"
NA,NA,"35.235603","-115.801957","Poaceae","Rock","1","Unknown"
NA,NA,"35.235603","-115.801957","Poaceae","Rock","1","Bromus madritensis ssp. rubens"
NA,NA,"35.235603","-115.801957","Unknown","Rock","1","Bryophyta"
NA,NA,"35.235603","-115.801957","Boraginaceae","Rock","1","Lepidium densiflorum"
NA,NA,"35.235603","-115.801957","Cleomaceae","Rock","2","Peritoma arborea"
NA,NA,"35.235493","-115.801902","Poaceae","Rock","1","Bromus madritensis ssp. rubens"
NA,NA,"35.235452","-115.801921","Poaceae","Rock","1","Bromus madritensis ssp. rubens"
NA,NA,"35.235452","-115.801921","Poaceae","Rock","1","Unknown"
NA,NA,"35.235417","-115.801898","Unknown","Plant","1","Bryophyta"
NA,NA,"35.235417","-115.801898","Poaceae","Plant","1","Bromus madritensis ssp. rubens"
NA,NA,"35.235417","-115.801898","Cactaceae","Plant","1","Unknown"
NA,NA,"35.235417","-115.801898","Ephedraceae","Plant","1","Ephedra viridis"
NA,NA,"35.236265","-115.797428","Poaceae","Rock","70","Bromus madritensis ssp. rubens"
NA,NA,"35.236265","-115.797428","Brassicaceae","Rock","1","Lepidium fremontii"
NA,NA,"35.236265","-115.797428","Asteraceae","Rock","1","Baccharis salicina"
NA,NA,"35.236265","-115.797428","Unknown","Rock","1","Dryophytes"
NA,NA,"35.236264","-115.797384","Polygonaceae","Rock","1","Eriogonum inflatum"
NA,NA,"35.236264","-115.797384","Solanaceae","Rock","2","Lycium andersonii"
NA,NA,"35.236264","-115.797384","Poaceae","Rock","26","Unknown"
NA,NA,"35.236264","-115.797384","Poaceae","Rock","2","Dasyochloa pulchella"
NA,NA,"35.236264","-115.797384","Solanaceae","Rock","1","Lycium andersonii"
NA,NA,"35.236255","-115.797352","Poaceae","Rock","50","Unknown"
NA,NA,"35.236255","-115.797352","Polygonaceae","Rock","1","Eriogonum inflatum"
NA,NA,"35.236255","-115.797352","Polygonaceae","Rock","1","Eriogonum fasciculatum"
NA,NA,"35.236255","-115.797352","Cactaceae","Rock","1","Cylindropuntia acanthocarpa"
NA,NA,"35.236255","-115.797352","Unknown","Rock","1","Dryophytes"
NA,NA,"35.236255","-115.797352","Solanaceae","Rock","1","Lycium andersonii"
NA,NA,"35.236255","-115.797341","Asteraceae","Rock","2","Baccharis salicina"
NA,NA,"35.236255","-115.797341","Cactaceae","Rock","1","Cylindropuntia acanthocarpa"
NA,NA,"35.236255","-115.797341","Boraginaceae","Rock","1","Cryptantha angustifolia"
NA,NA,"35.236255","-115.797341","Poaceae","Rock","1","Dasyochloa pulchella"
NA,NA,"35.236255","-115.797341","Polemoniaceae","Rock","1","Gilia stellata"
NA,NA,"35.236236","-115.797264","Polygonaceae","Rock","1","Eriogonum inflatum"
NA,NA,"35.236236","-115.797264","Unknown","Rock","1","Dryophytes"
NA,NA,"35.236226","-115.79722","Asteraceae","Rock","1","Baccharis salicina"
NA,NA,"35.236226","-115.79722","Brassicaceae","Rock","1","Lepidium fremontii"
NA,NA,"35.236244","-115.797154","Poaceae","Rock","2","Unknown"
NA,NA,"35.236244","-115.797154","Asteraceae","Rock","2","Baccharis salicina"
NA,NA,"35.236243","-115.797088","Poaceae","Rock","2","Unknown"
NA,NA,"35.23626","-115.797011","Asteraceae","Rock","1","Baccharis salicina"
NA,NA,"35.23626","-115.797011","Polygonaceae","Rock","1","Eriogonum fasciculatum"
NA,NA,"35.23626","-115.797011","Poaceae","Rock","25","Unknown"
NA,NA,"35.23626","-115.797011","Polemoniaceae","Rock","1","Gilia stellata"
NA,NA,"35.23626","-115.797011","Brassicaceae","Rock","1","Lepidium fremontii"
NA,NA,"35.236269","-115.796934","Ephedraceae","Plant","1","Ephedra viridis"
NA,NA,"35.236269","-115.796934","Boraginaceae","Plant","6","Cryptantha angustifolia"
NA,NA,"35.236269","-115.796934","Brassicaceae","Plant","1","Lepidium fremontii"
NA,NA,"35.237099","-115.797359","Solanaceae","Sand","2","Lycium andersonii"
NA,NA,"35.237099","-115.797359","Cactaceae","Sand","1","Unknown"
NA,NA,"35.23708","-115.797253","Solanaceae","Rock","1","Lycium andersonii"
NA,NA,"35.23708","-115.797253","Cactaceae","Rock","1","Ferocactus cylindraceus"
NA,NA,"35.23708","-115.797253","Poaceae","Rock","1","Bromus madritensis ssp. rubens"
NA,NA,"35.23708","-115.797253","Poaceae","Rock","3","Unknown"
NA,NA,"35.237107","-115.797152","Solanaceae","Rock","1","Lycium andersonii"
NA,NA,"35.237107","-115.797152","Boraginaceae","Rock","2","Cryptantha angustifolia"
NA,NA,"35.237107","-115.797152","Poaceae","Rock","4","Unknown"
NA,NA,"35.237101","-115.797051","Poaceae","Rock","1","Bromus madritensis ssp. rubens"
NA,NA,"35.237033","-115.797446","Lamiaceae","Sand","1","Scutellaria mexicana"
NA,NA,"35.237033","-115.797446","Poaceae","Sand","20","Unknown"
NA,NA,"35.237033","-115.797446","Boraginaceae","Sand","1","Cryptantha angustifolia"
NA,NA,"35.237044","-115.797549","Asteraceae","Rock","2","Baccharis salicina"
NA,NA,"35.237089","-115.797663","Poaceae","Rock","1","Unknown"
NA,NA,"35.237089","-115.797663","Lamiaceae","Rock","3","Scutellaria mexicana"
NA,NA,"35.237105","-115.797815","Poaceae","Rock","15","Unknown"
NA,NA,"35.237105","-115.797815","Cleomaceae","Rock","1","Peritoma arborea"
NA,NA,"35.237105","-115.797815","Solanaceae","Rock","2","Nicotiana attenuata"
NA,NA,"35.23707","-115.797888","Poaceae","Rock","40","Unknown"
NA,NA,"35.23707","-115.797888","Cactaceae","Rock","2","Cylindropuntia ramosissima"
NA,NA,"35.23707","-115.797888","Fabaceae","Rock","3","Astragalus mohavensis"
NA,NA,"35.23707","-115.797888","Asteraceae","Rock","3","Uropappus lindleyi"
NA,NA,"35.237079","-115.797953","Brassicaceae","Rock","1","Lepidium densiflorum"
NA,NA,"35.237079","-115.797953","Poaceae","Rock","7","Bromus madritensis ssp. rubens"
NA,NA,"35.236938","-115.79734","Poaceae","Rock","10","Unknown"
NA,NA,"35.236944","-115.797259","Malvaceae","Rock","1","Eremalche rotundifolia"
NA,NA,"35.236944","-115.797259","Solanaceae","Rock","1","Lycium andersonii"
NA,NA,"35.236944","-115.797259","Poaceae","Rock","5","Unknown"
NA,NA,"35.236932","-115.797203","Poaceae","Rock","3","Unknown"
NA,NA,"35.236921","-115.79714","Solanaceae","Plant","1","Lycium andersonii"
NA,NA,"35.236904","-115.797084","Poaceae","Litter","5","Bromus madritensis ssp. rubens"
NA,NA,"35.236864","-115.797024","Poaceae","Litter","5","Bromus madritensis ssp. rubens"
NA,NA,"35.236864","-115.797024","Fabaceae","Litter","1","Astragalus mohavensis"
NA,NA,"35.236864","-115.797024","Poaceae","Litter","1","Unknown"
NA,NA,"35.236889","-115.7969","Solanaceae","Rock","1","Lycium andersonii"
NA,NA,"35.23677","-115.797325","Asteraceae","Rock","5","Baccharis salicina"
NA,NA,"35.23677","-115.797325","Solanaceae","Rock","1","Lycium andersonii"
NA,NA,"35.23677","-115.797325","Poaceae","Rock","1","Unknown"
NA,NA,"35.23677","-115.797325","Cactaceae","Rock","2","Cylindropuntia ramosissima"
NA,NA,"35.23677","-115.797325","Cleomaceae","Rock","1","Peritoma arborea"
NA,NA,"35.236754","-115.797262","Solanaceae","Rock","1","Lycium andersonii"
NA,NA,"35.236754","-115.797262","Poaceae","Rock","50","Unknown"
NA,NA,"35.236754","-115.797262","Brassicaceae","Rock","1","Lepidium densiflorum"
NA,NA,"35.236754","-115.797262","Unknown","Rock","1","Bryophyta"
NA,NA,"35.236754","-115.797262","Boraginaceae","Rock","1","Cryptantha angustifolia"
NA,NA,"35.236748","-115.797184","Boraginaceae","Rock","1","Cryptantha angustifolia"
NA,NA,"35.236748","-115.797184","Poaceae","Rock","30","Unknown"
NA,NA,"35.236748","-115.797184","Solanaceae","Rock","3","Lycium andersonii"
NA,NA,"35.236735","-115.797147","Asteraceae","Gravel","2","Uropappus lindleyi"
NA,NA,"35.236735","-115.797147","Poaceae","Gravel","80","Bromus madritensis ssp. rubens"
NA,NA,"35.236735","-115.797147","Cleomaceae","Gravel","3","Peritoma arborea"
NA,NA,"35.236735","-115.797147","Asteraceae","Gravel","1","Baccharis salicina"
NA,NA,"35.236735","-115.797147","Cactaceae","Gravel","3","Cylindropuntia ramosissima"
NA,NA,"35.236735","-115.797147","Unknown","Gravel","1","Bryophyta"
NA,NA,"35.236727","-115.797135","Poaceae","Rock","40","Unknown"
NA,NA,"35.236727","-115.797135","Asteraceae","Rock","1","Baccharis salicina"
NA,NA,"35.236727","-115.797135","Unknown","Rock","1","Bryophyta"
NA,NA,"35.236737","-115.797008","Solanaceae","Gravel","2","Lycium andersonii"
NA,NA,"35.236737","-115.797008","Poaceae","Gravel","30","Unknown"
NA,NA,"35.236737","-115.797008","Unknown","Gravel","3","Bryophyta"
NA,NA,"35.236685","-115.797419","Malvaceae","Rock","2","Sphaeralcea ambigua"
NA,NA,"35.236685","-115.797419","Poaceae","Rock","5","Unknown"
NA,NA,"35.236697","-115.797458","Poaceae","Rock","10","Unknown"
NA,NA,"35.236723","-115.7975","Cactaceae","Plant","2","Opuntia ramosissima"
NA,NA,"35.236723","-115.7975","Poaceae","Plant","10","Unknown"
NA,NA,"35.236723","-115.7975","Boraginaceae","Plant","1","Cryptantha angustifolia"
NA,NA,"35.236764","-115.797541","Asteraceae","Rock","1","Baccharis salicina"
NA,NA,"35.236764","-115.797541","Poaceae","Rock","20","Unknown"
NA,NA,"35.236767","-115.79759","Unknown","Rock","1","Bryophyta"
NA,NA,"35.236767","-115.79759","Poaceae","Rock","20","Unknown"
NA,NA,"35.236785","-115.797673","Zygophyllaceae","Rock","1","Larrea tridentata"
NA,NA,"35.236785","-115.797673","Poaceae","Rock","4","Unknown"
NA,NA,"35.236815","-115.797746","Poaceae","Rock","40","Unknown"
NA,NA,"35.236815","-115.797746","Fabaceae","Rock","2","Astragalus mohavensis"
NA,NA,"35.236814","-115.797816","Poaceae","Rock","10","Unknown"
NA,NA,"35.236799","-115.797903","Asteraceae","Rock","1","Baccharis salicina"
NA,NA,"35.236799","-115.797903","Asteraceae","Rock","2","Monoptilon bellidiforme"
NA,NA,"35.236799","-115.797903","Poaceae","Rock","25","Unknown"
NA,NA,"35.235801","-115.803414","Polygonaceae","Live Plant","2","Eriogonum fasciculatum"
NA,NA,"35.235801","-115.803414","Solanaceae","Live Plant","2","Lycium andersonii"
