"","Genus_species","Easting","Northing"
"2214","Larrea tridentata",609400.037576941,3899964.45509832
"2215","Larrea tridentata",609297.81183787,3900170.77083905
"2216","Larrea tridentata",609316.834404117,3900192.72382285
"2217","Larrea tridentata",609308.6527743,3900131.40037055
"2218","Larrea tridentata",609296.052025213,3900119.81647696
"2219","Larrea tridentata",609280.22246728,3900172.43761395
"2220","Larrea tridentata",609272.92971741,3900158.82271074
"2221","Larrea tridentata",609293.794486413,3900170.598986
"2222","Larrea tridentata",609303.509528204,3900119.81426414
"2223","Larrea tridentata",609282.400461404,3900142.85314397
"2224","Larrea tridentata",609285.64173713,3899904.15711737
"2225","Larrea tridentata",609733.255719076,3899414.75789573
"2226","Larrea tridentata",609708.325655364,3899414.12241343
"2227","Larrea tridentata",609689.781224674,3899419.77631568
"2228","Larrea tridentata",609702.551678752,3899424.92297165
"2229","Larrea tridentata",609714.707232379,3899420.74447337
"2230","Larrea tridentata",609753.007588792,3899422.09698303
"2231","Larrea tridentata",609776.72498564,3899425.15820974
"2232","Larrea tridentata",609723.266842339,3899435.37959119
"2233","Larrea tridentata",609702.791804738,3899435.13099404
"2234","Larrea tridentata",609700.184556767,3899439.98004497
"2235","Larrea tridentata",609730.379087475,3899441.78868543
"2236","Larrea tridentata",609758.615457187,3899447.45602075
"2237","Larrea tridentata",609747.985514023,3899468.40267926
"2238","Larrea tridentata",609776.624139626,3899463.42614879
"2239","Larrea tridentata",609735.850545808,3899500.86728248
"2240","Larrea tridentata",609758.884200183,3899500.25963774
"2241","Larrea tridentata",609776.188207377,3899491.8176833
"2242","Larrea tridentata",609776.422231083,3899510.01224658
"2243","Larrea tridentata",609749.627986831,3899513.01452201
"2244","Larrea tridentata",609740.44513,3899512.23744252
"2245","Larrea tridentata",609698.11156064,3899513.27635939
"2246","Larrea tridentata",608918.074453817,3899714.48639423
"2247","Larrea tridentata",608925.624544002,3899714.79926056
"2248","Larrea tridentata",608930.268073325,3899714.63339215
"2249","Larrea tridentata",608884.10265859,3899776.97128348
"2250","Larrea tridentata",609018.230146889,3899876.75715165
"2251","Larrea tridentata",608998.720991394,3899894.60251721
"2252","Larrea tridentata",609400.042632203,3899964.45515954
"2253","Larrea tridentata",609636.125831817,3899813.79659607
"2254","Larrea tridentata",609641.603108526,3899812.42103522
"2255","Larrea tridentata",609613.645856219,3899791.33882044
"2256","Larrea tridentata",609609.268603156,3899792.06219271
"2257","Larrea tridentata",609604.257065934,3899792.55602243
"2258","Larrea tridentata",609655.027197351,3899763.6659708
"2259","Larrea tridentata",609663.553978099,3899765.98796149
"2260","Larrea tridentata",609671.2779383,3899766.96911409
"2261","Larrea tridentata",609626.454369872,3899740.80145002
"2262","Larrea tridentata",609610.49355524,3899743.60278688
"2263","Larrea tridentata",609595.500086177,3899749.18901228
"2264","Larrea tridentata",609637.133014466,3899723.29393077
"2265","Larrea tridentata",609658.826168371,3899728.10511628
"2266","Larrea tridentata",609662.278677722,3899728.59071933
"2267","Larrea tridentata",609669.463417989,3899729.01069906
"2268","Larrea tridentata",609621.253060056,3899816.94388792
"2269","Larrea tridentata",609635.453558139,3899801.69760112
"2270","Larrea tridentata",609643.940455127,3899799.80393621
"2271","Larrea tridentata",609626.060922903,3899780.72971241
"2272","Larrea tridentata",609577.797719059,3899783.02830397
"2273","Larrea tridentata",609632.701701391,3899750.97143604
"2274","Larrea tridentata",609643.494524841,3899746.5544718
"2275","Larrea tridentata",609656.162766886,3899752.58724125
"2276","Larrea tridentata",609673.316765623,3899756.45597545
"2277","Larrea tridentata",609613.276438512,3899731.76756281
"2278","Larrea tridentata",609603.989347083,3899732.0986003
"2279","Larrea tridentata",609648.375475411,3899719.32612768
"2280","Larrea tridentata",609656.00444155,3899720.63888817
"2281","Larrea tridentata",609659.973323903,3899723.5711095
"2282","Larrea tridentata",609664.860252725,3899725.84892459
"2283","Larrea tridentata",609275.947408439,3900089.07505837
"2284","Larrea tridentata",609305.188951784,3900034.0772248
"2285","Larrea tridentata",609307.508338951,3900022.90186141
"2286","Larrea tridentata",609307.048507093,3900008.25419772
"2287","Larrea tridentata",609327.341295139,3900053.53529565
"2288","Larrea tridentata",609325.928881578,3900034.88280122
"2289","Larrea tridentata",609325.841913886,3900034.54897378
"2290","Larrea tridentata",609328.149518461,3900016.82889648
"2291","Larrea tridentata",609330.363179575,3900006.87243377
"2292","Larrea tridentata",609338.222972919,3900056.77288523
"2293","Larrea tridentata",609346.778596619,3900034.13680382
"2294","Larrea tridentata",609345.706032727,3900017.48506916
"2295","Larrea tridentata",609344.275913706,3900007.81728374
"2296","Larrea tridentata",609361.108067676,3900053.27843026
"2297","Larrea tridentata",609346.64176576,3900007.84591792
"2298","Larrea tridentata",609345.790885811,3900002.9549188
"2299","Larrea tridentata",609370.043227298,3900044.40166721
"2300","Larrea tridentata",609362.819657668,3900017.13758956
"2301","Larrea tridentata",609363.866241495,3900013.37880768
"2302","Larrea tridentata",609362.556372282,3900008.81502553
"2303","Larrea tridentata",609361.839158196,3900007.91894348
"2304","Larrea tridentata",608971.41933861,3899811.52326434
"2305","Larrea tridentata",609067.318533574,3899828.65358726
"2306","Larrea tridentata",608995.190826373,3899847.74964724
"2307","Larrea tridentata",608983.653084843,3899846.05751904
"2308","Larrea tridentata",609035.067000738,3899876.73847743
"2309","Larrea tridentata",609043.617905716,3899877.06352556
"2310","Larrea tridentata",609050.244517192,3899878.47460417
"2311","Larrea tridentata",609052.880710482,3899878.72827294
"2312","Larrea tridentata",609003.930474897,3899892.77964504
"2313","Larrea tridentata",609005.988577532,3899895.68852201
"2314","Larrea tridentata",609601.908751538,3899851.0959884
"2315","Larrea tridentata",609594.713344757,3899851.56333029
"2316","Larrea tridentata",609583.61270731,3899858.86066716
"2317","Larrea tridentata",609626.433954564,3899824.99335648
"2318","Larrea tridentata",608828.026620264,3900216.33430154
"2319","Larrea tridentata",608865.915839626,3900243.9674071
"2320","Larrea tridentata",608869.927190637,3900220.72153145
"2321","Larrea tridentata",608813.440828444,3900407.28208978
"2322","Larrea tridentata",608791.661963111,3900402.13907831
"2323","Larrea tridentata",609068.442156083,3900255.72801624
"2324","Larrea tridentata",609076.002575747,3900247.61085432
"2325","Larrea tridentata",609072.816722699,3900225.05462623
"2326","Larrea tridentata",609069.915753012,3900216.58930614
"2327","Larrea tridentata",609094.94067256,3900269.46990272
"2328","Larrea tridentata",609093.251842289,3900281.2075526
"2329","Larrea tridentata",609119.952863162,3900255.57360076
"2330","Larrea tridentata",609122.729723352,3900236.63897534
"2331","Larrea tridentata",609138.335140163,3900300.8312003
"2332","Larrea tridentata",609163.709321907,3900249.44674924
"2333","Larrea tridentata",609170.080238649,3900241.86991387
"2334","Larrea tridentata",609173.432346378,3900235.58769967
"2335","Larrea tridentata",609175.482422614,3900231.61917577
"2336","Larrea tridentata",609177.236738033,3900229.53280258
"2337","Larrea tridentata",609167.452486455,3900225.86496213
"2338","Larrea tridentata",609164.519439426,3900220.06142017
"2339","Larrea tridentata",609519.840636955,3899421.2646323
"2340","Larrea tridentata",609571.137888697,3899424.10500321
"2341","Larrea tridentata",609547.899212598,3899426.59637238
"2342","Larrea tridentata",609494.800396837,3899429.72425198
"2343","Larrea tridentata",609548.523682014,3899435.14516866
"2344","Larrea tridentata",609523.365564484,3899445.82177994
"2345","Larrea tridentata",609574.750986323,3899448.88509528
"2346","Larrea tridentata",609490.058794048,3899460.50394379
"2347","Larrea tridentata",609555.503860507,3899482.48385131
"2348","Larrea tridentata",609512.973419869,3899484.74142737
"2349","Larrea tridentata",609554.898696778,3899487.35721513
"2350","Larrea tridentata",609581.267062215,3899489.45174921
"2351","Larrea tridentata",609501.072236464,3899490.47622322
"2352","Larrea tridentata",609554.692054813,3899496.8942617
"2353","Larrea tridentata",609571.070621439,3899497.20377868
"2354","Larrea tridentata",609297.801876668,3900170.75839354
"2355","Larrea tridentata",609316.829274424,3900192.72992327
"2356","Larrea tridentata",609296.051950669,3900119.82263856
"2357","Larrea tridentata",609280.040867847,3900171.98555466
"2358","Larrea tridentata",609272.019219004,3900158.02289759
"2359","Larrea tridentata",609302.978166542,3900119.01903513
"2360","Lepidium densiflorum",608867.314752912,3899704.09478113
"2361","Lepidium densiflorum",608903.627616647,3899810.24986318
"2362","Lepidium densiflorum",608993.669704113,3899852.71675203
"2363","Lepidium densiflorum",609005.459379395,3899847.77493006
"2364","Lepidium densiflorum",609011.807899404,3899828.6553664
"2365","Lepidium densiflorum",609374.164444621,3899996.74147061
"2366","Lepidium densiflorum",609437.488331023,3899961.45766484
"2367","Lepidium densiflorum",608878.972327497,3899854.87725202
"2368","Lepidium densiflorum",608900.499201525,3899866.3524246
"2369","Lepidium densiflorum",609314.664184095,3900146.44798638
"2370","Lepidium densiflorum",609310.859383679,3900137.06575848
"2371","Lepidium densiflorum",609308.6527743,3900131.40037055
"2372","Lepidium densiflorum",609303.666793515,3900129.79941858
"2373","Lepidium densiflorum",609300.442736433,3900126.74078585
"2374","Lepidium densiflorum",609298.007074549,3900123.29113004
"2375","Lepidium densiflorum",609340.447958823,3900150.73482765
"2376","Lepidium densiflorum",608877.401650549,3899842.56416078
"2377","Lepidium densiflorum",608878.765504666,3899819.59451687
"2378","Lepidium densiflorum",608917.759163093,3899845.91614267
"2379","Lepidium densiflorum",609295.018487366,3900182.2609216
"2380","Lepidium densiflorum",609289.088522852,3900177.19755545
"2381","Lepidium densiflorum",609285.928074333,3900173.06125907
"2382","Lepidium densiflorum",609314.917986882,3900148.45387046
"2383","Lepidium densiflorum",609310.20149565,3900168.45574318
"2384","Lepidium densiflorum",609275.34684332,3900184.70363869
"2385","Lepidium densiflorum",609316.628463222,3900140.80225347
"2386","Lepidium densiflorum",609329.947845175,3900147.3108109
"2387","Lepidium densiflorum",609333.998529267,3900150.99570923
"2388","Lepidium densiflorum",609337.219525984,3900145.95062744
"2389","Lepidium densiflorum",609341.563210116,3900156.75676546
"2390","Lepidium densiflorum",609345.093615765,3900157.47737092
"2391","Lepidium densiflorum",609340.081181329,3900158.06376615
"2392","Lepidium densiflorum",609353.683112809,3900162.11077894
"2393","Lepidium densiflorum",609358.560794828,3900166.39113729
"2394","Lepidium densiflorum",609282.189871793,3899859.31400205
"2395","Lepidium densiflorum",609280.673272788,3899871.83634159
"2396","Lepidium densiflorum",609276.051259361,3899863.12212811
"2397","Lepidium densiflorum",609273.612288114,3899868.29994012
"2398","Lepidium densiflorum",609275.468473026,3899873.68376333
"2399","Lepidium densiflorum",609275.830972396,3899858.34352794
"2400","Lepidium densiflorum",609280.068686676,3899852.84853516
"2401","Lepidium densiflorum",609292.816873405,3899846.00830131
"2402","Lepidium densiflorum",609296.131227273,3899841.61139576
"2403","Lepidium densiflorum",609288.998749632,3899829.35418367
"2404","Lepidium densiflorum",608903.632523455,3899810.2622473
"2405","Lepidium densiflorum",608993.674685102,3899852.72297461
"2406","Lepidium densiflorum",609005.474694045,3899847.76278985
"2407","Lepidium densiflorum",609011.802918411,3899828.64914381
"2408","Lepidium densiflorum",609374.16935068,3899996.75385501
"2409","Lepidium densiflorum",609437.483126484,3899961.4699268
"2410","Lepidium densiflorum",608878.977234309,3899854.88963613
"2411","Lepidium densiflorum",608900.499201525,3899866.3524246
"2412","Lepidium densiflorum",608877.396669474,3899842.55793826
"2413","Lepidium densiflorum",608878.043995781,3899819.04968577
"2414","Lepidium densiflorum",608916.955803409,3899845.03138468
"2415","Lepidium densiflorum",609284.739841277,3900061.89386325
"2416","Lepidium densiflorum",609282.783358204,3900065.64164661
"2417","Lepidium densiflorum",609280.611349989,3900072.1599483
"2418","Lepidium densiflorum",609279.769600575,3900074.03549136
"2419","Lepidium densiflorum",609278.833942524,3900083.67464857
"2420","Lepidium densiflorum",609275.947408439,3900089.07505837
"2421","Lepidium densiflorum",609274.143408172,3900095.26503781
"2422","Lepidium densiflorum",609299.756145514,3900031.79299616
"2423","Lepidium densiflorum",609299.706746941,3900028.35372351
"2424","Lepidium densiflorum",609305.391904048,3900047.3906809
"2425","Lepidium densiflorum",609305.922524369,3900026.0994999
"2426","Lepidium densiflorum",609308.831074357,3900003.83876491
"2427","Lepidium densiflorum",609327.079321953,3900045.1018242
"2428","Lepidium densiflorum",609326.431627444,3900045.98138645
"2429","Lepidium densiflorum",609325.928881578,3900034.88280122
"2430","Lepidium densiflorum",609327.092212989,3900021.47495231
"2431","Lepidium densiflorum",609328.149518461,3900016.82889648
"2432","Lepidium densiflorum",609338.222972919,3900056.77288523
"2433","Lepidium densiflorum",609341.772015396,3900049.27293666
"2434","Lepidium densiflorum",609343.430040465,3900047.62912833
"2435","Lepidium densiflorum",609345.998292162,3900038.45343542
"2436","Lepidium densiflorum",609346.778596619,3900034.13680382
"2437","Lepidium densiflorum",609349.688663381,3900079.42943718
"2438","Lepidium densiflorum",609314.659128933,3900146.44792521
"2439","Lepidium densiflorum",609310.859160017,3900137.08424328
"2440","Lepidium densiflorum",609303.666942613,3900129.78709538
"2441","Lepidium densiflorum",609300.427421823,3900126.75292557
"2442","Lepidium densiflorum",609298.012204269,3900123.2850296
"2443","Lepidium densiflorum",609340.452790257,3900150.75337363
"2444","Lepidium densiflorum",609285.033388003,3900173.04427342
"2445","Lepidium densiflorum",609314.003390338,3900147.992941
"2446","Lepidium densiflorum",609310.029784239,3900168.02229038
"2447","Lepidium densiflorum",609274.981035925,3900184.01517627
"2448","Lepidium densiflorum",609329.031981586,3900146.9546271
"2449","Lepidium densiflorum",609332.987348297,3900150.99579655
"2450","Lepidium densiflorum",609336.972525687,3900145.05407526
"2451","Lepidium densiflorum",609345.018252043,3900157.02043357
"2452","Lepidium densiflorum",609341.026649743,3900155.97379605
"2453","Lepidium densiflorum",609340.00156661,3900157.95804002
"2454","Lepidium densiflorum",609352.966548976,3900161.99734267
"2455","Lepidium densiflorum",609358.013811084,3900166.05174081
"2456","Lepidium fremontii",609423.005257024,3899906.99059707
"2457","Lepidium fremontii",609461.001413118,3899906.98867175
"2458","Lepidium fremontii",609423.034842556,3899907.05258041
"2459","Lepidium fremontii",609442.014270051,3899902.9563891
"2460","Lepidium fremontii",609460.98662048,3899906.95768002
"2461","Lepidium fremontii",609467.981168573,3899908.04075062
"2462","Lepidium fremontii",609297.37077648,3900055.94578838
"2463","Lepidium fremontii",609299.781887089,3900022.14283256
"2464","Lepidium fremontii",609298.010307527,3900018.12810001
"2465","Lepidium fremontii",609305.188951784,3900034.0772248
"2466","Lepidium fremontii",609307.508338951,3900022.90186141
