"","Genus_species","Easting","Northing"
"826","Bromus madritensis",608847.940507767,3900300.76617282
"827","Bromus madritensis",608853.670282856,3900301.05706374
"828","Bromus madritensis",608866.38767046,3900302.98511323
"829","Bromus madritensis",608837.225680527,3900344.11961303
"830","Bromus madritensis",608845.356052766,3900349.09826676
"831","Bromus madritensis",608855.512268286,3900352.10469247
"832","Bromus madritensis",608858.818781441,3900357.1361562
"833","Bromus madritensis",608861.26751026,3900357.83121451
"834","Bromus madritensis",608867.267547695,3900358.34722205
"835","Bromus madritensis",608871.707376565,3900359.95367834
"836","Bromus madritensis",608817.641988503,3900383.37292989
"837","Bromus madritensis",608813.440828444,3900407.28208978
"838","Bromus madritensis",608806.418555645,3900408.52860146
"839","Bromus madritensis",608796.285098333,3900403.63678075
"840","Bromus madritensis",608783.099534852,3900402.81243535
"841","Bromus madritensis",608772.814972102,3900402.91043935
"842","Bromus madritensis",609068.442156083,3900255.72801624
"843","Bromus madritensis",609073.243360518,3900250.01788788
"844","Bromus madritensis",609076.002575747,3900247.61085432
"845","Bromus madritensis",609073.895101352,3900241.26268696
"846","Bromus madritensis",609073.796142361,3900234.38414611
"847","Bromus madritensis",609072.816722699,3900225.05462623
"848","Bromus madritensis",609072.423360378,3900219.94732995
"849","Bromus madritensis",609069.915753012,3900216.58930614
"850","Bromus madritensis",609069.951907427,3900213.59476954
"851","Bromus madritensis",609098.080016524,3900258.19347038
"852","Bromus madritensis",609097.235642236,3900260.29084717
"853","Bromus madritensis",609096.796668772,3900266.49734307
"854","Bromus madritensis",609094.94067256,3900269.46990272
"855","Bromus madritensis",609094.600728657,3900275.01204496
"856","Bromus madritensis",609093.251842289,3900281.2075526
"857","Bromus madritensis",609090.286541155,3900285.60874124
"858","Bromus madritensis",609088.951052194,3900290.69516173
"859","Bromus madritensis",609087.618243215,3900295.55976487
"860","Bromus madritensis",609086.846115622,3900299.2109643
"861","Bromus madritensis",609119.952863162,3900255.57360076
"862","Bromus madritensis",609119.212978076,3900249.02009105
"863","Bromus madritensis",609120.270154885,3900244.37401257
"864","Bromus madritensis",609120.314364422,3900240.71402299
"865","Bromus madritensis",609122.729723352,3900236.63897534
"866","Bromus madritensis",609124.267317912,3900229.89112627
"867","Bromus madritensis",609126.57561222,3900227.14588573
"868","Bromus madritensis",609129.013753635,3900221.18539053
"869","Bromus madritensis",609130.318458442,3900218.64987746
"870","Bromus madritensis",609132.444773026,3900215.90243996
"871","Bromus madritensis",609137.844742245,3900258.56286151
"872","Bromus madritensis",609138.080077653,3900269.21450164
"873","Bromus madritensis",609138.409206285,3900272.10252715
"874","Bromus madritensis",609136.43272785,3900277.51397253
"875","Bromus madritensis",609135.015599376,3900281.82292605
"876","Bromus madritensis",609135.317930587,3900286.92912717
"877","Bromus madritensis",609138.002116666,3900290.73300426
"878","Bromus madritensis",609137.39587199,3900295.71730387
"879","Bromus madritensis",609138.335140163,3900300.8312003
"880","Bromus madritensis",609160.349184654,3900256.39441959
"881","Bromus madritensis",609159.815295659,3900255.38964349
"882","Bromus madritensis",609163.709321907,3900249.44674924
"883","Bromus madritensis",609170.080238649,3900241.86991387
"884","Bromus madritensis",609171.593742573,3900237.11843004
"885","Bromus madritensis",609173.432346378,3900235.58769967
"886","Bromus madritensis",609175.482422614,3900231.61917577
"887","Bromus madritensis",609177.236738033,3900229.53280258
"888","Bromus madritensis",609167.452486455,3900225.86496213
"889","Bromus madritensis",609518.370656776,3899407.38119207
"890","Bromus madritensis",609478.474858923,3899410.00364937
"891","Bromus madritensis",609479.898615372,3899412.6830983
"892","Bromus madritensis",609569.184296983,3899420.08801408
"893","Bromus madritensis",609477.359640877,3899419.41876097
"894","Bromus madritensis",609571.137888697,3899424.10500321
"895","Bromus madritensis",609477.30454931,3899423.96601753
"896","Bromus madritensis",609547.899212598,3899426.59637238
"897","Bromus madritensis",609573.721755623,3899428.68426066
"898","Bromus madritensis",609494.800396837,3899429.72425198
"899","Bromus madritensis",609546.733259645,3899432.68311286
"900","Bromus madritensis",609474.010705085,3899432.91103509
"901","Bromus madritensis",609548.523682014,3899435.14516866
"902","Bromus madritensis",609576.148718789,3899438.69694242
"903","Bromus madritensis",609574.549266055,3899443.00362293
"904","Bromus madritensis",609525.042549212,3899442.62528102
"905","Bromus madritensis",609495.909095514,3899443.38145987
"906","Bromus madritensis",609523.365564484,3899445.82177994
"907","Bromus madritensis",609522.545220094,3899445.92276197
"908","Bromus madritensis",609547.104467453,3899447.10786438
"909","Bromus madritensis",609560.999229192,3899449.60574892
"910","Bromus madritensis",609497.192114905,3899450.16343127
"911","Bromus madritensis",609536.13068946,3899451.41183441
"912","Bromus madritensis",609511.541882607,3899452.66675311
"913","Bromus madritensis",609522.998465513,3899453.5820806
"914","Bromus madritensis",609561.302715772,3899454.60105445
"915","Bromus madritensis",609548.651035748,3899454.66951469
"916","Bromus madritensis",609510.967656346,3899454.98921886
"917","Bromus madritensis",609534.529913587,3899455.82943028
"918","Bromus madritensis",609522.152580856,3899455.79032811
"919","Bromus madritensis",609549.538176889,3899456.5659951
"920","Bromus madritensis",609497.388509212,3899456.48853556
"921","Bromus madritensis",609581.006662396,3899458.38958257
"922","Bromus madritensis",609559.237515443,3899459.78949049
"923","Bromus madritensis",609558.831829742,3899463.22324734
"924","Bromus madritensis",609579.024381419,3899464.24457024
"925","Bromus madritensis",609492.922408866,3899464.53194203
"926","Bromus madritensis",609559.13397197,3899468.3294616
"927","Bromus madritensis",609578.055205042,3899469.11351858
"928","Bromus madritensis",609511.804670509,3899468.53221262
"929","Bromus madritensis",609494.115770881,3899471.20190185
"930","Bromus madritensis",609558.427048229,3899474.08899154
"931","Bromus madritensis",609531.305093666,3899474.09296644
"932","Bromus madritensis",609513.375458502,3899474.09749971
"933","Bromus madritensis",609580.436880273,3899475.35420242
"934","Bromus madritensis",609498.040465411,3899477.79403445
"935","Bromus madritensis",609512.020813444,3899480.73658219
"936","Bromus madritensis",609531.128053444,3899481.19002106
"937","Bromus madritensis",609555.503860507,3899482.48385131
"938","Bromus madritensis",609583.15027014,3899484.26111066
"939","Bromus madritensis",609530.548446049,3899483.9561206
"940","Bromus madritensis",609554.898696778,3899487.35721513
"941","Bromus madritensis",609500.835526201,3899487.47837977
"942","Bromus madritensis",609581.267062215,3899489.45174921
"943","Bromus madritensis",609514.199024107,3899488.74958134
"944","Bromus madritensis",609582.065883316,3899491.12531215
"945","Bromus madritensis",609501.072236464,3899490.47622322
"946","Bromus madritensis",609501.873760113,3899491.92796131
"947","Bromus madritensis",609578.943653376,3899493.41687445
"948","Bromus madritensis",609504.297146313,3899494.73045406
"949","Bromus madritensis",609578.718615098,3899496.96374653
"950","Bromus madritensis",609500.808252259,3899497.23944913
"951","Bromus madritensis",609514.625388888,3899498.6270742
"952","Bromus madritensis",609514.787224975,3899500.29291071
"953","Bromus madritensis",609295.026226107,3900182.03916518
"954","Bromus madritensis",609294.001155941,3900184.02341413
"955","Bromus madritensis",609289.014254458,3900174.97815657
"956","Bromus madritensis",609288.990103422,3900176.97451478
"957","Bromus madritensis",609272.019219004,3900158.02289759
"958","Bromus madritensis",609310.029784239,3900168.02229038
"959","Bromus madritensis",609329.031981586,3900146.9546271
"960","Bromus madritensis",609336.972525687,3900145.05407526
"961","Bromus madritensis",609345.018252043,3900157.02043357
"962","Bromus madritensis",609341.026649743,3900155.97379605
"963","Bromus madritensis",609340.00156661,3900157.95804002
"964","Bromus madritensis",609358.013811084,3900166.05174081
"965","Bromus madritensis",609360.023402813,3900172.95342062
"966","Castilleja chromosa",609116.61610978,3900019.47886629
"967","Chaenactis fremontii",609293.599926291,3899862.77976883
"968","Chaenactis fremontii",609280.040867847,3900171.98555466
"969","Chaenactis stevioides",609280.22246728,3900172.43761395
"970","Chorizanthe rigida",609631.888429843,3899765.49275639
"971","Chorizanthe rigida",609644.452720763,3899765.09059259
"972","Chorizanthe rigida",609652.27441003,3899765.51828925
"973","Chorizanthe rigida",609580.238151346,3899746.89632538
"974","Chorizanthe rigida",609632.701701391,3899750.97143604
"975","Chorizanthe rigida",609638.191127471,3899748.59769338
"976","Chorizanthe rigida",609672.234226234,3899755.6663594
"977","Chorizanthe rigida",609659.973323903,3899723.5711095
"978","Chorizanthe rigida",609349.688663381,3900079.42943718
"979","Chorizanthe rigida",609348.022501714,3900014.07443048
"980","Chorizanthe rigida",609366.372157173,3900024.39072041
"981","Chorizanthe rigida",609048.403403714,3899827.42694723
"982","Chorizanthe rigida",609064.209941104,3899829.83623555
"983","Chorizanthe rigida",608972.261213661,3899847.36213534
"984","Chorizanthe rigida",609021.865953958,3899877.13379795
"985","Chorizanthe rigida",609027.945256608,3899878.6491807
"986","Chorizanthe rigida",609034.332343984,3899877.28423573
"987","Chorizanthe rigida",609035.067000738,3899876.73847743
"988","Chorizanthe rigida",609651.193856096,3899907.04563446
"989","Chorizanthe rigida",609617.842113317,3899895.54840913
"990","Chorizanthe rigida",609609.147215486,3899847.07957112
"991","Chorizanthe rigida",609073.243360518,3900250.01788788
"992","Chorizanthe rigida",609073.895101352,3900241.26268696
"993","Chorizanthe rigida",609069.915753012,3900216.58930614
"994","Chorizanthe rigida",609097.235642236,3900260.29084717
"995","Chorizanthe rigida",609090.286541155,3900285.60874124
"996","Chorizanthe rigida",609088.951052194,3900290.69516173
"997","Chorizanthe rigida",609311.985705415,3900141.75672538
"998","Chrysothamnus viscidiflorus",609134.781937083,3900014.05960478
"999","Chrysothamnus viscidiflorus",608900.499201525,3899866.3524246
"1000","Chrysothamnus viscidiflorus",608874.958843817,3899825.0024462
"1001","Chrysothamnus viscidiflorus",609277.375512529,3899843.51058931
"1002","Chrysothamnus viscidiflorus",609287.561928428,3899858.26973178
"1003","Cleomella arborea",608777.671709026,3899703.90867874
"1004","Cleomella arborea",608778.968421218,3899709.59377543
"1005","Cleomella arborea",608791.805053384,3899710.08726433
"1006","Cleomella arborea",608860.158722821,3899702.12900284
"1007","Cleomella arborea",609133.390229316,3900016.26129178
"1008","Cleomella arborea",609136.875424023,3900037.47156622
"1009","Cleomella arborea",609138.037872672,3900054.24759851
"1010","Cleomella arborea",609162.521359647,3900038.55172153
"1011","Cleomella arborea",609018.292085739,3899863.24355501
"1012","Cleomella arborea",609020.781079603,3899868.57333114
"1013","Cleomella arborea",609018.310652934,3899884.75087477
"1014","Cleomella arborea",609017.77686659,3899891.27667513
"1015","Cleomella arborea",609011.807899404,3899828.6553664
"1016","Cleomella arborea",609386.69166795,3899999.78951286
"1017","Cleomella arborea",609431.728960069,3899963.17502854
"1018","Cleomella arborea",609447.978111734,3899959.48948379
"1019","Cleomella arborea",609337.552291865,3900143.52046652
"1020","Cleomella arborea",608869.972986478,3899846.44944812
"1021","Cleomella arborea",609296.131227273,3899841.61139576
"1022","Cleomella arborea",609288.998749632,3899829.35418367
"1023","Cleomella arborea",609018.302419413,3899863.22519223
"1024","Cleomella arborea",609020.786060567,3899868.57955374
"1025","Cleomella arborea",609018.315782587,3899884.74477417
"1026","Cleomella arborea",609017.78184754,3899891.28289772
"1027","Cleomella arborea",609011.802918411,3899828.64914381
"1028","Cleomella arborea",609447.973056467,3899959.48942255
"1029","Cleomella arborea",608868.982284987,3899846.00613623
"1030","Cleomella arborea",609574.509267765,3899791.5296538
"1031","Cleomella arborea",609653.761344695,3899800.47774665
"1032","Cleomella arborea",609297.37077648,3900055.94578838
"1033","Cleomella arborea",609297.668156653,3900046.40983578
"1034","Cleomella arborea",609298.382937217,3900039.98483307
"1035","Cleomella arborea",609299.781887089,3900022.14283256
"1036","Cleomella arborea",609298.805349681,3900012.5914685
"1037","Cleomella arborea",609305.000838159,3900057.14735007
"1038","Cleomella arborea",609305.391904048,3900047.3906809
"1039","Cleomella arborea",609303.743530649,3900040.71523734
"1040","Cleomella arborea",609305.922524369,3900026.0994999
"1041","Cleomella arborea",609316.914316376,3900057.84612224
"1042","Cleomella arborea",609307.686172562,3900105.9868457
"1043","Cleomella arborea",609327.079321953,3900045.1018242
"1044","Cleomella arborea",609347.13633968,3900057.21353884
"1045","Cleomella arborea",609359.882186265,3900056.81319204
"1046","Cleomella arborea",609377.808683297,3900072.00508906
"1047","Cleomella arborea",609614.525066477,3899891.4039353
"1048","Cleomella arborea",609592.027155121,3899900.44871827
"1049","Cleomella arborea",609590.556429567,3899901.65105473
"1050","Cleomella arborea",609626.517835896,3899870.5845967
"1051","Cleomella arborea",609653.072981906,3899864.69503963
"1052","Cleomella arborea",609621.113442915,3899843.45329526
"1053","Cleomella arborea",608786.348586631,3900231.2508633
"1054","Cleomella arborea",609559.13397197,3899468.3294616
"1055","Cleomella arborea",609337.537275518,3900143.50795978
"1056","Cylindropuntia acanthocarpa",609370.059224936,3900170.87490016
"1057","Cylindropuntia acanthocarpa",608833.998249867,3899708.00715247
"1058","Cylindropuntia acanthocarpa",608860.690429064,3899710.45476522
"1059","Cylindropuntia acanthocarpa",609429.994626987,3899905.9968122
"1060","Cylindropuntia acanthocarpa",609431.005686502,3899906.00905827
"1061","Cylindropuntia acanthocarpa",608921.60994243,3899790.71585399
"1062","Cylindropuntia acanthocarpa",608897.257620331,3899877.31339558
"1063","Cylindropuntia acanthocarpa",608868.801219874,3899838.79384393
"1064","Cylindropuntia acanthocarpa",609303.509528204,3900119.81426414
"1065","Cylindropuntia acanthocarpa",609329.947845175,3900147.3108109
"1066","Cylindropuntia acanthocarpa",609345.093615765,3900157.47737092
"1067","Cylindropuntia acanthocarpa",609280.068686676,3899852.84853516
"1068","Cylindropuntia acanthocarpa",609286.198554819,3899843.49405764
"1069","Cylindropuntia acanthocarpa",609288.998749632,3899829.35418367
"1070","Cylindropuntia acanthocarpa",609774.686491987,3899413.15353366
"1071","Cylindropuntia acanthocarpa",609740.332954302,3899424.05062456
"1072","Cylindropuntia acanthocarpa",609714.670511441,3899446.25679684
"1073","Cylindropuntia acanthocarpa",609716.78371244,3899444.61857864
"1074","Cylindropuntia acanthocarpa",609742.443039759,3899445.15201899
"1075","Cylindropuntia acanthocarpa",609745.233061171,3899447.73718088
"1076","Cylindropuntia acanthocarpa",609727.538067179,3899458.39295006
"1077","Cylindropuntia acanthocarpa",609716.449541346,3899457.14905608
"1078","Cylindropuntia acanthocarpa",609697.793995694,3899464.46546631
"1079","Cylindropuntia acanthocarpa",609771.224157168,3899465.91182567
"1080","Cylindropuntia acanthocarpa",609748.49678395,3899501.24272083
"1081","Cylindropuntia acanthocarpa",609763.817155999,3899513.74149812
"1082","Cylindropuntia acanthocarpa",609429.963922052,3899906.02725281
"1083","Cylindropuntia acanthocarpa",609430.964870969,3899906.03937641
"1084","Cylindropuntia acanthocarpa",608897.273009047,3899877.29509359
"1085","Cylindropuntia acanthocarpa",608867.986556319,3899838.00755409
"1086","Cylindropuntia acanthocarpa",609638.403431906,3899813.60238366
"1087","Cylindropuntia acanthocarpa",609613.645856219,3899791.33882044
"1088","Cylindropuntia acanthocarpa",609631.888429843,3899765.49275639
"1089","Cylindropuntia acanthocarpa",609652.27441003,3899765.51828925
"1090","Cylindropuntia acanthocarpa",609675.136154115,3899764.02096837
"1091","Cylindropuntia acanthocarpa",609600.448902127,3899746.36498923
"1092","Cylindropuntia acanthocarpa",609637.133014466,3899723.29393077
"1093","Cylindropuntia acanthocarpa",609617.255775548,3899778.84808005
"1094","Cylindropuntia acanthocarpa",609278.833942524,3900083.67464857
"1095","Cylindropuntia acanthocarpa",609275.947408439,3900089.07505837
"1096","Cylindropuntia acanthocarpa",609299.756145514,3900031.79299616
"1097","Cylindropuntia acanthocarpa",609325.998932936,3900059.1762273
"1098","Cylindropuntia acanthocarpa",609327.341295139,3900053.53529565
"1099","Cylindropuntia acanthocarpa",609326.431627444,3900045.98138645
"1100","Cylindropuntia acanthocarpa",609330.363179575,3900006.87243377
"1101","Cylindropuntia acanthocarpa",609338.901258915,3900060.88532008
"1102","Cylindropuntia acanthocarpa",609338.222972919,3900056.77288523
"1103","Cylindropuntia acanthocarpa",609346.778596619,3900034.13680382
"1104","Cylindropuntia acanthocarpa",609347.921724119,3900059.99617045
"1105","Cylindropuntia acanthocarpa",609361.108067676,3900053.27843026
"1106","Cylindropuntia acanthocarpa",609354.922416705,3900038.00682604
"1107","Cylindropuntia acanthocarpa",609346.64176576,3900007.84591792
"1108","Cylindropuntia acanthocarpa",609345.790885811,3900002.9549188
"1109","Cylindropuntia acanthocarpa",609368.76021926,3900037.61970818
"1110","Cylindropuntia acanthocarpa",609369.112417275,3900031.07939492
"1111","Cylindropuntia acanthocarpa",609361.839158196,3900007.91894348
"1112","Cylindropuntia acanthocarpa",609377.512160636,3900058.91234418
"1113","Cylindropuntia acanthocarpa",609012.09463772,3899804.47104921
"1114","Cylindropuntia acanthocarpa",609002.16801544,3899805.01683492
"1115","Cylindropuntia acanthocarpa",608998.429140496,3899805.63727772
"1116","Cylindropuntia acanthocarpa",608987.312880296,3899806.72335218
"1117","Cylindropuntia acanthocarpa",608978.278834684,3899808.72195355
"1118","Cylindropuntia acanthocarpa",608971.41933861,3899811.52326434
"1119","Cylindropuntia acanthocarpa",609010.748438228,3899848.15919283
"1120","Cylindropuntia acanthocarpa",609005.659361921,3899847.54316816
"1121","Cylindropuntia acanthocarpa",609001.56321104,3899847.60467441
"1122","Cylindropuntia acanthocarpa",609027.945256608,3899878.6491807
"1123","Cylindropuntia acanthocarpa",609043.617905716,3899877.06352556
"1124","Cylindropuntia acanthocarpa",609069.429848596,3899879.92636365
"1125","Cylindropuntia acanthocarpa",608986.942433773,3899890.24528112
"1126","Cylindropuntia acanthocarpa",609665.356829247,3899909.87973852
"1127","Cylindropuntia acanthocarpa",609622.812389906,3899890.94985879
"1128","Cylindropuntia acanthocarpa",609611.514140053,3899892.03295667
"1129","Cylindropuntia acanthocarpa",609653.072981906,3899864.69503963
"1130","Cylindropuntia acanthocarpa",609665.155233963,3899866.50556195
"1131","Cylindropuntia acanthocarpa",609591.134906584,3899853.96027651
"1132","Cylindropuntia acanthocarpa",609575.242432532,3899858.64822398
"1133","Cylindropuntia acanthocarpa",609635.61918959,3899825.54851039
"1134","Cylindropuntia acanthocarpa",608848.224794174,3900254.51393896
"1135","Cylindropuntia acanthocarpa",608868.981389532,3900238.79088281
"1136","Cylindropuntia acanthocarpa",609126.954650673,3900203.30159899
"1137","Cylindropuntia acanthocarpa",609101.445824467,3900220.63056152
"1138","Cylindropuntia acanthocarpa",608828.971574417,3900304.08722643
"1139","Cylindropuntia acanthocarpa",608859.982090953,3900298.36000112
"1140","Cylindropuntia acanthocarpa",608864.541837632,3900357.98159869
"1141","Cylindropuntia acanthocarpa",609129.013753635,3900221.18539053
"1142","Cylindropuntia acanthocarpa",609136.43272785,3900277.51397253
"1143","Cylindropuntia acanthocarpa",609137.39587199,3900295.71730387
"1144","Cylindropuntia acanthocarpa",609164.519439426,3900220.06142017
"1145","Cylindropuntia acanthocarpa",609477.30454931,3899423.96601753
"1146","Cylindropuntia acanthocarpa",609494.800396837,3899429.72425198
"1147","Cylindropuntia acanthocarpa",609524.795501889,3899432.97181164
"1148","Cylindropuntia acanthocarpa",609549.538176889,3899456.5659951
"1149","Cylindropuntia acanthocarpa",609529.550972663,3899468.63637861
"1150","Cylindropuntia acanthocarpa",609532.297605034,3899482.313448
"1151","Cylindropuntia acanthocarpa",609583.15027014,3899484.26111066
"1152","Cylindropuntia acanthocarpa",609486.715199063,3899420.97413628
"1153","Cylindropuntia acanthocarpa",609534.774680562,3899458.16182246
"1154","Cylindropuntia acanthocarpa",609578.718615098,3899496.96374653
"1155","Cylindropuntia acanthocarpa",609321.197981344,3900200.21476632
"1156","Cylindropuntia acanthocarpa",609316.612659025,3900150.46486468
"1157","Cylindropuntia acanthocarpa",609314.659128933,3900146.44792521
"1158","Cylindropuntia acanthocarpa",609340.459501979,3900150.19882967
"1159","Cylindropuntia acanthocarpa",609370.059448722,3900170.85641536
"1160","Cylindropuntia acanthocarpa",609302.978166542,3900119.01903513
"1161","Cylindropuntia acanthocarpa",609329.031981586,3900146.9546271
"1162","Cylindropuntia acanthocarpa",609341.026649743,3900155.97379605
"1163","Cylindropuntia echinocarpa",609018.229998193,3899876.76947484
"1164","Cylindropuntia echinocarpa",609017.77686659,3899891.27667513
"1165","Cylindropuntia echinocarpa",609029.817859959,3899850.84196546
"1166","Cylindropuntia echinocarpa",608983.172095023,3899849.04668753
"1167","Cylindropuntia echinocarpa",608994.047366602,3899852.84455781
"1168","Cylindropuntia echinocarpa",609010.116223884,3899841.05237513
"1169","Cylindropuntia echinocarpa",609010.265652083,3899834.95331187
"1170","Cylindropuntia echinocarpa",609017.415613851,3899808.07868281
"1171","Cylindropuntia echinocarpa",609380.09101815,3899995.82722085
"1172","Cylindropuntia echinocarpa",609431.728960069,3899963.17502854
"1173","Cylindropuntia echinocarpa",609447.978111734,3899959.48948379
"1174","Cylindropuntia echinocarpa",608998.003564666,3899879.05205911
"1175","Cylindropuntia echinocarpa",608917.970908258,3899791.02324677
"1176","Cylindropuntia echinocarpa",608921.614774946,3899790.73439971
"1177","Cylindropuntia echinocarpa",608997.998360689,3899879.06432131
"1178","Cylindropuntia echinocarpa",609571.297329045,3899861.26258109
"1179","Cylindropuntia echinocarpa",608787.230286547,3900226.04801496
"1180","Cylindropuntia echinocarpa",609288.990103422,3900176.97451478
"1181","Cylindropuntia ramosissima",609139.369283705,3900057.03680586
"1182","Cylindropuntia ramosissima",609170.967358668,3900055.076833
"1183","Cylindropuntia ramosissima",609310.166270718,3900133.76043378
"1184","Cylindropuntia ramosissima",609368.450242052,3900168.05148226
"1185","Cylindropuntia ramosissima",609285.928074333,3900173.06125907
"1186","Cylindropuntia ramosissima",609314.917986882,3900148.45387046
"1187","Cylindropuntia ramosissima",609316.628463222,3900140.80225347
"1188","Cylindropuntia ramosissima",609302.227478068,3899849.66557945
"1189","Cylindropuntia ramosissima",609294.851565671,3899836.63510482
"1190","Cylindropuntia ramosissima",608999.310523281,3899890.16031078
"1191","Cylindropuntia ramosissima",609415.867928667,3899957.77561159
"1192","Cylindropuntia ramosissima",609774.68244996,3899413.48625988
"1193","Cylindropuntia ramosissima",609734.089128184,3899436.06563391
"1194","Cylindropuntia ramosissima",609681.325993575,3899441.52592145
"1195","Cylindropuntia ramosissima",609778.79798212,3899456.79705121
"1196","Cylindropuntia ramosissima",609725.644576376,3899456.92793106
"1197","Cylindropuntia ramosissima",609681.093641432,3899453.17023366
"1198","Cylindropuntia ramosissima",609697.793995694,3899464.46546631
"1199","Cylindropuntia ramosissima",609749.108641413,3899480.83993217
"1200","Cylindropuntia ramosissima",609726.856991258,3899491.99498393
"1201","Cylindropuntia ramosissima",608916.44426875,3899811.96962893
"1202","Cylindropuntia ramosissima",608999.32048521,3899890.17275595
"1203","Cylindropuntia ramosissima",609380.096073397,3899995.82728205
"1204","Cylindropuntia ramosissima",609431.728960069,3899963.17502854
"1205","Cylindropuntia ramosissima",609447.973056467,3899959.48942255
"1206","Cylindropuntia ramosissima",609415.868003288,3899957.76944999
"1207","Cylindropuntia ramosissima",609663.553978099,3899765.98796149
"1208","Cylindropuntia ramosissima",609627.51825684,3899720.62599091
"1209","Cylindropuntia ramosissima",609631.228959184,3899722.33489069
"1210","Cylindropuntia ramosissima",609642.503197938,3899723.24817037
"1211","Cylindropuntia ramosissima",609651.380549311,3899726.68365311
"1212","Cylindropuntia ramosissima",609655.832682816,3899727.2923101
"1213","Cylindropuntia ramosissima",609662.278677722,3899728.59071933
"1214","Cylindropuntia ramosissima",609625.55145701,3899755.21075763
"1215","Cylindropuntia ramosissima",609623.654151279,3899731.56069214
"1216","Cylindropuntia ramosissima",609603.989347083,3899732.0986003
"1217","Cylindropuntia ramosissima",609591.760752732,3899734.83432035
"1218","Cylindropuntia ramosissima",609274.143408172,3900095.26503781
"1219","Cylindropuntia ramosissima",609307.686172562,3900105.9868457
"1220","Cylindropuntia ramosissima",609370.481777544,3900053.28097914
"1221","Cylindropuntia ramosissima",609377.808683297,3900072.00508906
"1222","Cylindropuntia ramosissima",609373.225120978,3900082.26562611
"1223","Cylindropuntia ramosissima",609048.403403714,3899827.42694723
"1224","Cylindropuntia ramosissima",609053.397477295,3899828.37462352
"1225","Cylindropuntia ramosissima",608995.190826373,3899847.74964724
"1226","Cylindropuntia ramosissima",608985.910588982,3899847.52677309
"1227","Cylindropuntia ramosissima",609642.133293955,3899866.22615275
"1228","Cylindropuntia ramosissima",609591.134906584,3899853.96027651
"1229","Cylindropuntia ramosissima",609635.61918959,3899825.54851039
"1230","Cylindropuntia ramosissima",608789.091359099,3900215.08887075
"1231","Cylindropuntia ramosissima",608851.582482648,3900277.9595383
"1232","Cylindropuntia ramosissima",608870.010266111,3900228.93097101
"1233","Cylindropuntia ramosissima",609159.815295659,3900255.38964349
"1234","Cylindropuntia ramosissima",609546.73680709,3899417.37550483
"1235","Cylindropuntia ramosissima",609573.721755623,3899428.68426066
"1236","Cylindropuntia ramosissima",609575.777102749,3899431.8150847
"1237","Cylindropuntia ramosissima",609574.549266055,3899443.00362293
"1238","Cylindropuntia ramosissima",609310.171474992,3900133.74817174
"1239","Cylindropuntia ramosissima",609368.455148012,3900168.06386666
"1240","Cylindropuntia ramosissima",609285.033388003,3900173.04427342
"1241","Cylindropuntia ramosissima",609314.003390338,3900147.992941
"1242","Cynodon dactylon",608867.560771226,3899700.46187851
"1243","Cynodon dactylon",608866.984631717,3899702.11880791
"1244","Cynodon dactylon",608830.581642004,3899702.01920063
"1245","Cynodon dactylon",608833.090832432,3899705.68529035
"1246","Cynodon dactylon",609118.653112404,3900016.17572156
"1247","Cynodon dactylon",608821.44755228,3900384.74987151
"1248","Cynodon dactylon",608826.160346389,3900386.35959399
"1249","Cynodon dactylon",608831.159471938,3900386.86352009
"1250","Cynodon dactylon",608845.333923534,3900388.69817398
"1251","Cynodon dactylon",608849.126117028,3900391.18421502
"1252","Cynodon dactylon",608855.114104177,3900392.69839387
"1253","Cynodon dactylon",608862.393329235,3900392.78611436
"1254","Cynodon dactylon",608778.20075553,3900401.53327013
"1255","Dichelostemma capitatum",609284.247021843,3899868.98319409
"1256","Echinocactus polycephalus",608888.386501397,3899837.27355258
"1257","Echinocactus polycephalus",609735.883123744,3899460.71279135
"1258","Echinocactus polycephalus",609720.679406642,3899513.55036439
"1259","Echinocactus polycephalus",608888.381668843,3899837.25500688
"1260","Echinocactus polycephalus",609655.832682816,3899727.2923101
"1261","Echinocactus polycephalus",609374.079285509,3900071.84901314
"1262","Echinocactus polycephalus",609020.736588977,3899827.42583906
"1263","Echinocactus polycephalus",609486.715199063,3899420.97413628
"1264","Echinocactus polycephalus",609559.13397197,3899468.3294616
"1265","Echinocactus polycephalus",609558.427048229,3899474.08899154
"1266","Echinocactus polycephalus",609555.503860507,3899482.48385131
"1267","Echinocactus polycephalus",609532.297605034,3899482.313448
"1268","Echinocactus polycephalus",609504.297146313,3899494.73045406
"1269","Echinocereus engelmannii",608844.844600789,3899703.73162935
"1270","Echinocereus engelmannii",608861.117466726,3899706.48510673
"1271","Echinocereus engelmannii",608860.690429064,3899710.45476522
"1272","Echinocereus engelmannii",609118.653112404,3900016.17572156
"1273","Echinocereus engelmannii",609129.295002692,3900024.62363036
"1274","Echinocereus engelmannii",609135.99662225,3900043.25369653
"1275","Echinocereus engelmannii",609139.369283705,3900057.03680586
"1276","Echinocereus engelmannii",609170.967358668,3900055.076833
"1277","Echinocereus engelmannii",608908.099306475,3899711.91964544
"1278","Echinocereus engelmannii",608916.449249817,3899811.97585146
"1279","Echinocereus engelmannii",608911.34051559,3899791.1774948
"1280","Echinocereus engelmannii",608896.946710804,3899806.62590725
"1281","Echinocereus engelmannii",608884.236245878,3899833.4336052
"1282","Echinocereus engelmannii",609301.766639071,3900174.02318784
